z,boundary,estimated_x,bisection_steps,queries,nominal_budget,actual_queries_total
-0.9414958353524427,1,0.37786865234375,14,16,100000,22944
-0.9414958353524427,2,0.97796630859375,14,16,100000,22944
-0.9414225941422594,0,-0.22210693359375,14,16,100000,22944
-0.9414225941422594,1,0.37786865234375,14,16,100000,22944
-0.9414225941422594,2,0.97784423828125,14,16,100000,22944
-0.9330543933054394,0,-0.22479248046875,14,16,100000,22944
-0.9330543933054394,1,0.37518310546875,14,16,100000,22944
-0.9330543933054394,2,0.97528076171875,14,16,100000,22944
-0.9316743875502376,0,-0.22515869140625,14,16,100000,22944
-0.9316743875502376,1,0.37481689453125,14,16,100000,22944
-0.9316743875502376,2,0.97479248046875,14,16,100000,22944
-0.9246861924686193,0,-0.22747802734375,14,16,100000,22944
-0.9246861924686193,1,0.37261962890625,14,16,100000,22944
-0.9246861924686193,2,0.97259521484375,14,16,100000,22944
-0.9234654144421831,0,-0.22784423828125,14,16,100000,22944
-0.9234654144421831,1,0.37213134765625,14,16,100000,22944
-0.9234654144421831,2,0.97222900390625,14,16,100000,22944
-0.9166541818893211,0,-0.23004150390625,14,16,100000,22944
-0.9166541818893211,1,0.37005615234375,14,16,100000,22944
-0.9166541818893211,2,0.97003173828125,14,16,100000,22944
-0.9163179916317992,0,-0.23004150390625,14,16,100000,22944
-0.9163179916317992,1,0.36993408203125,14,16,100000,22944
-0.9163179916317992,2,0.96990966796875,14,16,100000,22944
-0.9081427168856668,0,-0.23272705078125,14,16,100000,22944
-0.9081427168856668,1,0.36724853515625,14,16,100000,22944
-0.9081427168856668,2,0.96734619140625,14,16,100000,22944
-0.9079497907949791,0,-0.23272705078125,14,16,100000,22944
-0.9079497907949791,1,0.36724853515625,14,16,100000,22944
-0.9079497907949791,2,0.96722412109375,14,16,100000,22944
-0.8997525357321712,0,-0.23541259765625,14,16,100000,22944
-0.8997525357321712,1,0.36456298828125,14,16,100000,22944
-0.8997525357321712,2,0.96466064453125,14,16,100000,22944
-0.899581589958159,0,-0.23541259765625,14,16,100000,22944
-0.899581589958159,1,0.36456298828125,14,16,100000,22944
-0.899581589958159,2,0.96453857421875,14,16,100000,22944
-0.891213389121339,0,-0.23809814453125,14,16,100000,22944
-0.891213389121339,1,0.36187744140625,14,16,100000,22944
-0.891213389121339,2,0.96185302734375,14,16,100000,22944
-0.8907656249591346,0,-0.23834228515625,14,16,100000,22944
-0.8907656249591346,1,0.36175537109375,14,16,100000,22944
-0.8907656249591346,2,0.96173095703125,14,16,100000,22944
-0.8828451882845189,0,-0.24078369140625,14,16,100000,22944
-0.8828451882845189,1,0.35919189453125,14,16,100000,22944
-0.8828451882845189,2,0.95916748046875,14,16,100000,22944
-0.8825378624034319,0,-0.24090576171875,14,16,100000,22944
-0.8825378624034319,1,0.35906982421875,14,16,100000,22944
-0.8825378624034319,2,0.95904541015625,14,16,100000,22944
