boundary,z,true_x,estimated_x,queries
0,-0.7573221757322176,-0.2820273690924426,-0.28204345703125,22944
0,-0.7489539748953975,-0.2848368585711628,-0.28485107421875,22944
0,-0.7405857740585775,-0.28765554257160136,-0.28765869140625,22944
0,-0.7322175732217573,-0.2904836710257135,-0.29046630859375,22944
0,-0.7238493723849373,-0.2933214985099444,-0.29327392578125,22944
0,-0.7154811715481172,-0.29616928418392763,-0.29620361328125,22944
0,-0.7071129707112971,-0.29902729171633363,-0.29901123046875,22944
0,-0.6987447698744771,-0.30189578919707116,-0.30194091796875,22944
0,-0.6903765690376569,-0.3047750490350233,-0.30474853515625,22944
0,-0.6820083682008369,-0.3076653478404767,-0.30767822265625,22944
0,-0.6736401673640168,-0.3105669662913875,-0.31060791015625,22944
0,-0.6652719665271967,-0.3134801889826112,-0.31353759765625,22944
0,-0.6569037656903767,-0.31640530425720687,-0.31634521484375,22944
0,-0.6485355648535565,-0.31934260401892306,-0.31939697265625,22944
0,-0.6401673640167365,-0.3222923835249578,-0.32232666015625,22944
0,-0.6317991631799164,-0.32525494115808873,-0.32525634765625,22944
0,-0.6234309623430963,-0.3282305781772664,-0.32818603515625,22944
0,-0.6150627615062763,-0.33121959844577176,-0.33123779296875,22944
0,-0.606694560669456,-0.33422230813604964,-0.33416748046875,22944
0,-0.598326359832636,-0.3372390154103466,-0.33721923828125,22944
0,-0.5899581589958159,-0.34027003007630574,-0.34027099609375,22944
0,-0.5815899581589958,-0.34331566321669704,-0.34332275390625,22944
0,-0.5732217573221758,-0.34637622679250635,-0.34637451171875,22944
0,-0.5648535564853556,-0.3494520332186418,-0.34942626953125,22944
0,-0.5564853556485356,-0.35254339491157755,-0.35260009765625,22944
0,-0.5481171548117155,-0.35565062380831225,-0.35565185546875,22944
0,-0.5397489539748954,-0.3587740308560924,-0.35882568359375,22944
0,-0.5313807531380754,-0.361913925472433,-0.36187744140625,22944
0,-0.5230125523012552,-0.3650706149750594,-0.36505126953125,22944
0,-0.5146443514644352,-0.3682444039814939,-0.36822509765625,22944
0,-0.5062761506276151,-0.3714355937781315,-0.37139892578125,22944
0,-0.497907949790795,-0.37464448165876574,-0.37469482421875,22944
0,-0.4895397489539749,-0.37787136023267015,-0.37786865234375,22944
0,-0.4811715481171549,-0.3811165167024861,-0.38116455078125,22944
0,-0.4728033472803348,-0.3843802321123305,-0.38433837890625,22944
0,-0.4644351464435147,-0.3876627805667101,-0.38763427734375,22944
0,-0.4560669456066946,-0.3909644284210151,-0.39093017578125,22944
0,-0.4476987447698745,-0.3942854334445618,-0.39422607421875,22944
0,-0.4393305439330545,-0.3976260439573633,-0.39764404296875,22944
0,-0.4309623430962344,-0.4009864979420281,-0.40093994140625,22944
0,-0.4225941422594143,-0.4043670221324132,-0.40435791015625,22944
0,-0.41422594142259417,-0.40776783108090375,-0.40777587890625,22944
0,-0.40585774058577406,-0.41118912620643366,-0.41119384765625,22944
0,-0.39748953974895407,-0.4146310948256209,-0.41461181640625,22944
0,-0.38912133891213396,-0.41809390916965056,-0.41815185546875,22944
0,-0.38075313807531386,-0.42157772538980476,-0.42156982421875,22944
0,-0.37238493723849375,-0.42508268255480475,-0.42510986328125,22944
0,-0.36401673640167365,-0.42860890164340193,-0.42864990234375,22944
0,-0.35564853556485365,-0.43215648453591604,-0.43218994140625,22944
0,-0.34728033472803355,-0.43572551300868434,-0.43572998046875,22944
0,-0.33891213389121344,-0.43931604773563776,-0.43927001953125,22944
0,-0.33054393305439334,-0.442928127301466,-0.44293212890625,22944
0,-0.32217573221757323,-0.44656176723106566,-0.44659423828125,22944
0,-0.31380753138075324,-0.4502169590401811,-0.45025634765625,22944
0,-0.30543933054393313,-0.4538936693123435,-0.45391845703125,22944
0,-0.297071129707113,-0.45759183880739235,-0.45758056640625,22944
0,-0.2887029288702929,-0.4613113816070063,-0.46136474609375,22944
