z,boundary,estimated_x,bisection_steps,queries,nominal_budget,actual_queries_total,seed,family,samples
-0.7226803647744963,2,0.85296630859375,14,16,100000,22944,0,inventory_threshold,100000
-0.7154811715481172,0,-0.34954833984375,14,16,100000,22944,0,inventory_threshold,100000
-0.7154811715481172,1,0.25042724609375,14,16,100000,22944,0,inventory_threshold,100000
-0.7154811715481172,2,0.85040283203125,14,16,100000,22944,0,inventory_threshold,100000
-0.7154086778623073,0,-0.34954833984375,14,16,100000,22944,0,inventory_threshold,100000
-0.7154086778623073,1,0.25042724609375,14,16,100000,22944,0,inventory_threshold,100000
-0.7154086778623073,2,0.85040283203125,14,16,100000,22944,0,inventory_threshold,100000
-0.7079267451126051,0,-0.35223388671875,14,16,100000,22944,0,inventory_threshold,100000
-0.7079267451126051,1,0.24774169921875,14,16,100000,22944,0,inventory_threshold,100000
-0.7079267451126051,2,0.84771728515625,14,16,100000,22944,0,inventory_threshold,100000
-0.7071129707112971,0,-0.35247802734375,14,16,100000,22944,0,inventory_threshold,100000
-0.7071129707112971,1,0.24749755859375,14,16,100000,22944,0,inventory_threshold,100000
-0.7071129707112971,2,0.84747314453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6987447698744771,0,-0.35540771484375,14,16,100000,22944,0,inventory_threshold,100000
-0.6987447698744771,1,0.24456787109375,14,16,100000,22944,0,inventory_threshold,100000
-0.6987447698744771,2,0.84454345703125,14,16,100000,22944,0,inventory_threshold,100000
-0.6986531104837027,0,-0.35552978515625,14,16,100000,22944,0,inventory_threshold,100000
-0.6986531104837027,1,0.24456787109375,14,16,100000,22944,0,inventory_threshold,100000
-0.6986531104837027,2,0.84454345703125,14,16,100000,22944,0,inventory_threshold,100000
-0.6903765690376569,0,-0.35833740234375,14,16,100000,22944,0,inventory_threshold,100000
-0.6903765690376569,1,0.24163818359375,14,16,100000,22944,0,inventory_threshold,100000
-0.6903765690376569,2,0.84161376953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6903448003745603,0,-0.35833740234375,14,16,100000,22944,0,inventory_threshold,100000
-0.6903448003745603,1,0.24163818359375,14,16,100000,22944,0,inventory_threshold,100000
-0.6903448003745603,2,0.84161376953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6820083682008369,0,-0.36126708984375,14,16,100000,22944,0,inventory_threshold,100000
-0.6820083682008369,1,0.23870849609375,14,16,100000,22944,0,inventory_threshold,100000
-0.6820083682008369,2,0.83868408203125,14,16,100000,22944,0,inventory_threshold,100000
-0.6815051390326624,0,-0.36151123046875,14,16,100000,22944,0,inventory_threshold,100000
-0.6815051390326624,1,0.23858642578125,14,16,100000,22944,0,inventory_threshold,100000
-0.6815051390326624,2,0.83856201171875,14,16,100000,22944,0,inventory_threshold,100000
-0.6736401673640168,0,-0.36419677734375,14,16,100000,22944,0,inventory_threshold,100000
-0.6736401673640168,1,0.23577880859375,14,16,100000,22944,0,inventory_threshold,100000
-0.6736401673640168,2,0.83575439453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6736343907789705,0,-0.36419677734375,14,16,100000,22944,0,inventory_threshold,100000
-0.6736343907789705,1,0.23577880859375,14,16,100000,22944,0,inventory_threshold,100000
-0.6736343907789705,2,0.83575439453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6660087510638275,0,-0.36688232421875,14,16,100000,22944,0,inventory_threshold,100000
-0.6660087510638275,1,0.23309326171875,14,16,100000,22944,0,inventory_threshold,100000
-0.6660087510638275,2,0.83306884765625,14,16,100000,22944,0,inventory_threshold,100000
-0.6652719665271967,0,-0.36712646484375,14,16,100000,22944,0,inventory_threshold,100000
-0.6652719665271967,1,0.23284912109375,14,16,100000,22944,0,inventory_threshold,100000
-0.6652719665271967,2,0.83282470703125,14,16,100000,22944,0,inventory_threshold,100000
-0.6569037656903767,0,-0.37005615234375,14,16,100000,22944,0,inventory_threshold,100000
-0.6569037656903767,1,0.22991943359375,14,16,100000,22944,0,inventory_threshold,100000
-0.6569037656903767,2,0.82989501953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6565326718282158,0,-0.37017822265625,14,16,100000,22944,0,inventory_threshold,100000
-0.6565326718282158,1,0.22979736328125,14,16,100000,22944,0,inventory_threshold,100000
-0.6565326718282158,2,0.82977294921875,14,16,100000,22944,0,inventory_threshold,100000
-0.6485355648535565,0,-0.37298583984375,14,16,100000,22944,0,inventory_threshold,100000
-0.6485355648535565,1,0.22698974609375,14,16,100000,22944,0,inventory_threshold,100000
-0.6485355648535565,2,0.82696533203125,14,16,100000,22944,0,inventory_threshold,100000
-0.6485313925889176,0,-0.37298583984375,14,16,100000,22944,0,inventory_threshold,100000
-0.6485313925889176,1,0.22698974609375,14,16,100000,22944,0,inventory_threshold,100000
-0.6485313925889176,2,0.82696533203125,14,16,100000,22944,0,inventory_threshold,100000
-0.6412050780476625,0,-0.37554931640625,14,16,100000,22944,0,inventory_threshold,100000
-0.6412050780476625,1,0.22442626953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6412050780476625,2,0.82440185546875,14,16,100000,22944,0,inventory_threshold,100000
-0.6401673640167365,0,-0.37591552734375,14,16,100000,22944,0,inventory_threshold,100000
-0.6401673640167365,1,0.22406005859375,14,16,100000,22944,0,inventory_threshold,100000
-0.6401673640167365,2,0.82403564453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6321520688637969,0,-0.37872314453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6321520688637969,1,0.22125244140625,14,16,100000,22944,0,inventory_threshold,100000
-0.6321520688637969,2,0.82122802734375,14,16,100000,22944,0,inventory_threshold,100000
-0.6317991631799164,0,-0.37884521484375,14,16,100000,22944,0,inventory_threshold,100000
-0.6317991631799164,1,0.22113037109375,14,16,100000,22944,0,inventory_threshold,100000
-0.6317991631799164,2,0.82110595703125,14,16,100000,22944,0,inventory_threshold,100000
-0.6240501907017566,0,-0.38153076171875,14,16,100000,22944,0,inventory_threshold,100000
-0.6240501907017566,1,0.21844482421875,14,16,100000,22944,0,inventory_threshold,100000
-0.6240501907017566,2,0.81842041015625,14,16,100000,22944,0,inventory_threshold,100000
-0.6234309623430963,0,-0.38177490234375,14,16,100000,22944,0,inventory_threshold,100000
-0.6234309623430963,1,0.21820068359375,14,16,100000,22944,0,inventory_threshold,100000
-0.6234309623430963,2,0.81817626953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6154452327544466,0,-0.38458251953125,14,16,100000,22944,0,inventory_threshold,100000
-0.6154452327544466,1,0.21539306640625,14,16,100000,22944,0,inventory_threshold,100000
-0.6154452327544466,2,0.81536865234375,14,16,100000,22944,0,inventory_threshold,100000
-0.6150627615062763,0,-0.38470458984375,14,16,100000,22944,0,inventory_threshold,100000
-0.6150627615062763,1,0.21527099609375,14,16,100000,22944,0,inventory_threshold,100000
-0.6150627615062763,2,0.81524658203125,14,16,100000,22944,0,inventory_threshold,100000
-0.606694560669456,0,-0.38763427734375,14,16,100000,22944,0,inventory_threshold,100000
-0.606694560669456,1,0.21234130859375,14,16,100000,22944,0,inventory_threshold,100000
-0.606694560669456,2,0.81231689453125,14,16,100000,22944,0,inventory_threshold,100000
-0.6060635173854517,0,-0.38787841796875,14,16,100000,22944,0,inventory_threshold,100000
-0.6060635173854517,1,0.21209716796875,14,16,100000,22944,0,inventory_threshold,100000
-0.6060635173854517,2,0.81207275390625,14,16,100000,22944,0,inventory_threshold,100000
-0.5985498734332069,0,-0.39056396484375,14,16,100000,22944,0,inventory_threshold,100000
-0.5985498734332069,1,0.20953369140625,14,16,100000,22944,0,inventory_threshold,100000
-0.5985498734332069,2,0.80950927734375,14,16,100000,22944,0,inventory_threshold,100000
-0.598326359832636,0,-0.39056396484375,14,16,100000,22944,0,inventory_threshold,100000
-0.598326359832636,1,0.20941162109375,14,16,100000,22944,0,inventory_threshold,100000
-0.598326359832636,2,0.80938720703125,14,16,100000,22944,0,inventory_threshold,100000
-0.5900689093560496,0,-0.39349365234375,14,16,100000,22944,0,inventory_threshold,100000
-0.5900689093560496,1,0.20648193359375,14,16,100000,22944,0,inventory_threshold,100000
-0.5900689093560496,2,0.80657958984375,14,16,100000,22944,0,inventory_threshold,100000
-0.5899581589958159,0,-0.39349365234375,14,16,100000,22944,0,inventory_threshold,100000
-0.5899581589958159,1,0.20648193359375,14,16,100000,22944,0,inventory_threshold,100000
-0.5899581589958159,2,0.80645751953125,14,16,100000,22944,0,inventory_threshold,100000
-0.581770490140139,0,-0.39642333984375,14,16,100000,22944,0,inventory_threshold,100000
-0.581770490140139,1,0.20367431640625,14,16,100000,22944,0,inventory_threshold,100000
-0.581770490140139,2,0.80364990234375,14,16,100000,22944,0,inventory_threshold,100000
-0.5815899581589958,0,-0.39642333984375,14,16,100000,22944,0,inventory_threshold,100000
-0.5815899581589958,1,0.20355224609375,14,16,100000,22944,0,inventory_threshold,100000
-0.5815899581589958,2,0.80352783203125,14,16,100000,22944,0,inventory_threshold,100000
-0.573484475153534,0,-0.39923095703125,14,16,100000,22944,0,inventory_threshold,100000
-0.573484475153534,1,0.20074462890625,14,16,100000,22944,0,inventory_threshold,100000
-0.573484475153534,2,0.80072021484375,14,16,100000,22944,0,inventory_threshold,100000
-0.5732217573221758,0,-0.39935302734375,14,16,100000,22944,0,inventory_threshold,100000
-0.5732217573221758,1,0.20062255859375,14,16,100000,22944,0,inventory_threshold,100000
-0.5732217573221758,2,0.80059814453125,14,16,100000,22944,0,inventory_threshold,100000
