seed,family,strategy,samples,queries,d_H,policy_risk
7,admission_control,uniform,10000,10000,0.04394495183247642,0.02363
7,admission_control,active_adaptive_bisection,10000,9890,0.00048828125,0.00036
7,admission_control,uniform,25000,25000,0.047115068589679954,0.02132
7,admission_control,active_adaptive_bisection,25000,19128,0.000244140625,0.00019
7,admission_control,uniform,50000,50000,0.04581599041808714,0.02168
7,admission_control,active_adaptive_bisection,50000,20483,0.0001220703125,9e-05
7,admission_control,uniform,100000,100000,0.04613055006521679,0.02131
7,admission_control,active_adaptive_bisection,100000,21838,6.103515625e-05,3e-05
7,resource_allocation,uniform,100,100,0.4964027580075816,0.33704
7,resource_allocation,active_adaptive_bisection,100,84,0.03257011140332189,0.02404
7,resource_allocation,uniform,200,200,0.4964027580075816,0.33704
7,resource_allocation,active_adaptive_bisection,200,189,0.029668365023482912,0.01733
7,resource_allocation,uniform,500,500,0.19972397067343328,0.13841
7,resource_allocation,active_adaptive_bisection,500,480,0.015473159917384072,0.0089
7,resource_allocation,uniform,1000,1000,0.2839614967793551,0.12334
7,resource_allocation,active_adaptive_bisection,1000,999,0.007699064567425862,0.00494
7,resource_allocation,uniform,2000,2000,0.09855589261500608,0.05943
7,resource_allocation,active_adaptive_bisection,2000,1980,0.003849630134537485,0.00238
7,resource_allocation,uniform,5000,5000,0.04257709338649396,0.02122
7,resource_allocation,active_adaptive_bisection,5000,4968,0.0009476917921834582,0.00053
7,resource_allocation,uniform,10000,10000,0.026142401329842746,0.01759
7,resource_allocation,active_adaptive_bisection,10000,9984,0.00048394883842228786,0.00028
7,resource_allocation,uniform,25000,25000,0.02476792266770822,0.01695
7,resource_allocation,active_adaptive_bisection,25000,20076,0.00024340871997247104,0.00011
7,resource_allocation,uniform,50000,50000,0.026110427757174592,0.01705
7,resource_allocation,active_adaptive_bisection,50000,21510,0.00012200175837440153,7e-05
7,resource_allocation,uniform,100000,100000,0.025187618776892462,0.01711
7,resource_allocation,active_adaptive_bisection,100000,22944,6.0966602124401525e-05,2e-05
7,random_structured,uniform,100,100,0.5,0.45056
7,random_structured,active_adaptive_bisection,100,64,0.04632916453265701,0.01461
7,random_structured,uniform,200,200,0.5,0.45056
7,random_structured,active_adaptive_bisection,200,149,0.02982121328979284,0.01265
7,random_structured,uniform,500,500,0.21880738209362233,0.09434
7,random_structured,active_adaptive_bisection,500,474,0.019488835660180337,0.00719
7,random_structured,uniform,1000,1000,0.6388481272667329,0.20265
7,random_structured,active_adaptive_bisection,1000,943,0.007678983114225102,0.00343
7,random_structured,uniform,2000,2000,0.0793212033473355,0.04825
7,random_structured,active_adaptive_bisection,2000,1912,0.0038181197268348788,0.00217
7,random_structured,uniform,5000,5000,0.04401245232437434,0.01406
7,random_structured,active_adaptive_bisection,5000,4788,0.0009545741641713845,0.0004
7,random_structured,uniform,10000,10000,0.025210562654180813,0.00697
7,random_structured,active_adaptive_bisection,10000,9465,0.00048270469656114257,0.00026
7,random_structured,uniform,25000,25000,0.005269714209428955,0.00124
7,random_structured,active_adaptive_bisection,25000,15636,0.00024366923728103007,0.00013
7,random_structured,uniform,50000,50000,0.0032119661714352654,0.00131
7,random_structured,active_adaptive_bisection,50000,16700,0.00012187466823543325,0.0001
7,random_structured,uniform,100000,100000,0.0026320674892333917,0.00107
7,random_structured,active_adaptive_bisection,100000,17764,6.083951198543325e-05,3e-05
8,inventory_threshold,uniform,100,100,0.44999999999999996,0.27846
8,inventory_threshold,active_adaptive_bisection,100,84,0.03125,0.01859
8,inventory_threshold,uniform,200,200,1.6081124147269141,0.53122
8,inventory_threshold,active_adaptive_bisection,200,189,0.03125,0.01617
8,inventory_threshold,uniform,500,500,0.2781295505386151,0.17647
8,inventory_threshold,active_adaptive_bisection,500,480,0.015625,0.00992
8,inventory_threshold,uniform,1000,1000,0.15054526602719376,0.09848
8,inventory_threshold,active_adaptive_bisection,1000,999,0.0078125,0.00459
8,inventory_threshold,uniform,2000,2000,0.0906198186262428,0.04679
8,inventory_threshold,active_adaptive_bisection,2000,1980,0.00390625,0.0022
8,inventory_threshold,uniform,5000,5000,0.03569306847424758,0.02272
8,inventory_threshold,active_adaptive_bisection,5000,4968,0.0009765625,0.00047
8,inventory_threshold,uniform,10000,10000,0.011681898954955527,0.00727
8,inventory_threshold,active_adaptive_bisection,10000,9984,0.00048828125,0.00024
8,inventory_threshold,uniform,25000,25000,0.004877778553610879,0.00189
8,inventory_threshold,active_adaptive_bisection,25000,20076,0.000244140625,0.00022
8,inventory_threshold,uniform,50000,50000,0.0027226712135894338,0.00091
8,inventory_threshold,active_adaptive_bisection,50000,21510,0.0001220703125,6e-05
8,inventory_threshold,uniform,100000,100000,0.0017387849637049424,0.00102
8,inventory_threshold,active_adaptive_bisection,100000,22944,6.103515625e-05,4e-05
8,machine_replacement,uniform,100,100,0.15217391304347827,0.10062
8,machine_replacement,active_adaptive_bisection,100,84,0.028373430962343127,0.0168
8,machine_replacement,uniform,200,200,1.249122547725404,0.52531
8,machine_replacement,active_adaptive_bisection,200,189,0.03020200752796364,0.01629
8,machine_replacement,uniform,500,500,0.10834104023481253,0.09131
8,machine_replacement,active_adaptive_bisection,500,480,0.015084161744449487,0.00856
8,machine_replacement,uniform,1000,1000,0.11461507870979037,0.08124
8,machine_replacement,active_adaptive_bisection,1000,999,0.007582260778606464,0.00379
8,machine_replacement,uniform,2000,2000,0.04214928778036481,0.03453
8,machine_replacement,active_adaptive_bisection,2000,1980,0.0038055038974305067,0.00203
8,machine_replacement,uniform,5000,5000,0.02945674288897515,0.0112
8,machine_replacement,active_adaptive_bisection,5000,4968,0.0009683246856299066,0.00065
8,machine_replacement,uniform,10000,10000,0.01236666640033629,0.00556
8,machine_replacement,active_adaptive_bisection,10000,9984,0.0004877482888393514,0.00034
8,machine_replacement,uniform,25000,25000,0.0035149631781109525,0.00201
8,machine_replacement,active_adaptive_bisection,25000,20076,0.0002437853175595306,0.00015
8,machine_replacement,uniform,50000,50000,0.0024308014877629236,0.00073
8,machine_replacement,active_adaptive_bisection,50000,21510,0.00012171500505953059,5e-05
8,machine_replacement,uniform,100000,100000,0.0011612083934868511,0.0006
8,machine_replacement,active_adaptive_bisection,100000,22944,6.067984880953059e-05,1e-05
8,admission_control,uniform,100,100,0.5,0.27789
8,admission_control,active_adaptive_bisection,100,79,0.10325139470013944,0.04595
8,admission_control,uniform,200,200,1.0244848665659836,0.46523
8,admission_control,active_adaptive_bisection,200,179,0.03125015443776413,0.02288
8,admission_control,uniform,500,500,0.24266588518634935,0.11577
8,admission_control,active_adaptive_bisection,500,456,0.027903577540360637,0.01042
8,admission_control,uniform,1000,1000,0.18034064900058477,0.10987
8,admission_control,active_adaptive_bisection,1000,950,0.0078125,0.00523
8,admission_control,uniform,2000,2000,0.14583333013534383,0.05597
8,admission_control,active_adaptive_bisection,2000,1892,0.004454859359877661,0.00297
8,admission_control,uniform,5000,5000,0.057582171763253975,0.02596
8,admission_control,active_adaptive_bisection,5000,4980,0.0013793601004845576,0.0007
8,admission_control,uniform,10000,10000,0.04560403338745356,0.023
8,admission_control,active_adaptive_bisection,10000,9907,0.00048828125,0.00039
8,admission_control,uniform,25000,25000,0.0457247217476916,0.02124
8,admission_control,active_adaptive_bisection,25000,19128,0.000244140625,0.0002
8,admission_control,uniform,50000,50000,0.04623367019451801,0.02115
8,admission_control,active_adaptive_bisection,50000,20483,0.0001220703125,7e-05
8,admission_control,uniform,100000,100000,0.04596032585549836,0.02099
8,admission_control,active_adaptive_bisection,100000,21838,6.103515625e-05,4e-05
8,resource_allocation,uniform,100,100,0.4964027580075816,0.33576
8,resource_allocation,active_adaptive_bisection,100,84,0.03257011140332189,0.02468
8,resource_allocation,uniform,200,200,1.3964027580075817,0.38774
8,resource_allocation,active_adaptive_bisection,200,189,0.030819667548420276,0.02001
8,resource_allocation,uniform,500,500,0.5421635935574121,0.19004
8,resource_allocation,active_adaptive_bisection,500,480,0.015142497007074929,0.00929
8,resource_allocation,uniform,1000,1000,0.14884202424491244,0.1042
8,resource_allocation,active_adaptive_bisection,1000,999,0.007765907863435784,0.00483
8,resource_allocation,uniform,2000,2000,0.07787814864920861,0.04344
8,resource_allocation,active_adaptive_bisection,2000,1980,0.0038412935531891845,0.00212
8,resource_allocation,uniform,5000,5000,0.044517413136694994,0.02217
8,resource_allocation,active_adaptive_bisection,5000,4968,0.000928683568554356,0.00058
8,resource_allocation,uniform,10000,10000,0.02873040296180951,0.01772
8,resource_allocation,active_adaptive_bisection,10000,9984,0.0004860977876741668,0.0003
8,resource_allocation,uniform,25000,25000,0.024366301856510675,0.01742
8,resource_allocation,active_adaptive_bisection,25000,20076,0.00024340871997247104,0.00013
8,resource_allocation,uniform,50000,50000,0.025742551262481317,0.01735
8,resource_allocation,active_adaptive_bisection,50000,21510,0.00012200175837440153,0.00011
8,resource_allocation,uniform,100000,100000,0.024754219398162858,0.01749
8,resource_allocation,active_adaptive_bisection,100000,22944,6.0966602124401525e-05,5e-05
8,random_structured,uniform,100,100,0.4386672177382094,0.28099
8,random_structured,active_adaptive_bisection,100,84,0.03008278226179062,0.01646
8,random_structured,uniform,200,200,1.3731513954647647,0.53144
8,random_structured,active_adaptive_bisection,200,189,0.03008278226179062,0.02114
8,random_structured,uniform,500,500,0.25885760991136275,0.21541
8,random_structured,active_adaptive_bisection,500,480,0.015399004460486365,0.00854
8,random_structured,uniform,1000,1000,0.17700309389440816,0.10137
8,random_structured,active_adaptive_bisection,1000,999,0.007579085298099031,0.00498
8,random_structured,uniform,2000,2000,0.10367037520799938,0.05298
8,random_structured,active_adaptive_bisection,2000,1980,0.003813763505012724,0.00275
8,random_structured,uniform,5000,5000,0.03750663006868171,0.01859
8,random_structured,active_adaptive_bisection,5000,4968,0.0009625539272548611,0.00048
8,random_structured,uniform,10000,10000,0.014349899798017596,0.00619
8,random_structured,active_adaptive_bisection,10000,9984,0.00048421954879429574,0.00044
8,random_structured,uniform,25000,25000,0.005091055538360312,0.00237
8,random_structured,active_adaptive_bisection,25000,20076,0.0002438696504298843,0.00014
8,random_structured,uniform,50000,50000,0.0018839777264807178,0.00064
8,random_structured,active_adaptive_bisection,50000,21510,0.00012179933792988429,7e-05
8,random_structured,uniform,100000,100000,0.0020072913778010903,0.00085
8,random_structured,active_adaptive_bisection,100000,22944,6.096741260741556e-05,4e-05
9,inventory_threshold,uniform,100,100,0.44999999999999996,0.2779
9,inventory_threshold,active_adaptive_bisection,100,84,0.03125,0.0184
9,inventory_threshold,uniform,200,200,0.44999999999999996,0.2779
9,inventory_threshold,active_adaptive_bisection,200,189,0.03125,0.01468
9,inventory_threshold,uniform,500,500,0.31973335004332526,0.19312
9,inventory_threshold,active_adaptive_bisection,500,480,0.015625,0.00996
9,inventory_threshold,uniform,1000,1000,0.15762432639565804,0.10722
9,inventory_threshold,active_adaptive_bisection,1000,999,0.0078125,0.00515
9,inventory_threshold,uniform,2000,2000,0.14823579567303535,0.06125
9,inventory_threshold,active_adaptive_bisection,2000,1980,0.00390625,0.0022
9,inventory_threshold,uniform,5000,5000,0.030634410675636436,0.01838
9,inventory_threshold,active_adaptive_bisection,5000,4968,0.0009765625,0.00048
9,inventory_threshold,uniform,10000,10000,0.018833097420721367,0.00654
9,inventory_threshold,active_adaptive_bisection,10000,9984,0.00048828125,0.00037
9,inventory_threshold,uniform,25000,25000,0.002992999100314031,0.00178
9,inventory_threshold,active_adaptive_bisection,25000,20076,0.000244140625,0.00034
9,inventory_threshold,uniform,50000,50000,0.0033179909193047363,0.00129
9,inventory_threshold,active_adaptive_bisection,50000,21510,0.0001220703125,0.0001
9,inventory_threshold,uniform,100000,100000,0.0017045895685451895,0.00108
9,inventory_threshold,active_adaptive_bisection,100000,22944,6.103515625e-05,3e-05
9,machine_replacement,uniform,100,100,0.15217391304347827,0.09935
9,machine_replacement,active_adaptive_bisection,100,84,0.028373430962343127,0.01671
9,machine_replacement,uniform,200,200,0.15217391304347827,0.09935
9,machine_replacement,active_adaptive_bisection,200,189,0.029978855373076416,0.01654
9,machine_replacement,uniform,500,500,0.44987841099987697,0.16048
9,machine_replacement,active_adaptive_bisection,500,480,0.014647193923958524,0.00776
9,machine_replacement,uniform,1000,1000,0.2164232779958522,0.10881
9,machine_replacement,active_adaptive_bisection,1000,999,0.007386131071493537,0.00398
9,machine_replacement,uniform,2000,2000,0.06619642931771319,0.03705
9,machine_replacement,active_adaptive_bisection,2000,1980,0.0036450010006632283,0.00189
9,machine_replacement,uniform,5000,5000,0.027337484037365578,0.00648
9,machine_replacement,active_adaptive_bisection,5000,4968,0.0009660531707147424,0.00069
9,machine_replacement,uniform,10000,10000,0.01593518188961629,0.00689
9,machine_replacement,active_adaptive_bisection,10000,9984,0.00048153451000487735,0.0003
9,machine_replacement,uniform,25000,25000,0.004107223606327842,0.00198
9,machine_replacement,active_adaptive_bisection,25000,20076,0.0002437853175595306,0.00014
9,machine_replacement,uniform,50000,50000,0.0024161777318109368,0.00131
9,machine_replacement,active_adaptive_bisection,50000,21510,0.00012171500505953059,2e-05
9,machine_replacement,uniform,100000,100000,0.0016270146179429013,0.00062
9,machine_replacement,active_adaptive_bisection,100000,22944,6.067984880953059e-05,1e-05
9,admission_control,uniform,100,100,0.5,0.27647
9,admission_control,active_adaptive_bisection,100,79,0.10325139470013944,0.04586
9,admission_control,uniform,200,200,0.5,0.27647
9,admission_control,active_adaptive_bisection,200,179,0.03366216386563303,0.02283
9,admission_control,uniform,500,500,0.29444385258412853,0.13052
9,admission_control,active_adaptive_bisection,500,456,0.0214087982810528,0.01077
9,admission_control,uniform,1000,1000,0.23382904441900387,0.14383
9,admission_control,active_adaptive_bisection,1000,950,0.0078125,0.00557
9,admission_control,uniform,2000,2000,0.09597085112885084,0.05491
9,admission_control,active_adaptive_bisection,2000,1892,0.00697050529181064,0.00291
9,admission_control,uniform,5000,5000,0.05647637560706653,0.02617
9,admission_control,active_adaptive_bisection,5000,4980,0.0013372381039894736,0.00069
9,admission_control,uniform,10000,10000,0.047289064536543246,0.02219
9,admission_control,active_adaptive_bisection,10000,9874,0.00048828125,0.00034
9,admission_control,uniform,25000,25000,0.04822785033786581,0.02207
9,admission_control,active_adaptive_bisection,25000,19128,0.000244140625,0.00012
9,admission_control,uniform,50000,50000,0.04682419047892777,0.022
9,admission_control,active_adaptive_bisection,50000,20483,0.0001220703125,6e-05
9,admission_control,uniform,100000,100000,0.04644448328470452,0.0222
9,admission_control,active_adaptive_bisection,100000,21838,6.103515625e-05,4e-05
9,resource_allocation,uniform,100,100,0.4964027580075816,0.33524
9,resource_allocation,active_adaptive_bisection,100,84,0.03257011140332189,0.024
9,resource_allocation,uniform,200,200,0.4964027580075816,0.33524
9,resource_allocation,active_adaptive_bisection,200,189,0.029836622085579134,0.01923
9,resource_allocation,uniform,500,500,0.3392799517250043,0.1348
9,resource_allocation,active_adaptive_bisection,500,480,0.01517922686486315,0.0078
9,resource_allocation,uniform,1000,1000,0.186141336464678,0.1196
9,resource_allocation,active_adaptive_bisection,1000,999,0.0075820376811079615,0.00447
9,resource_allocation,uniform,2000,2000,0.10595425031688821,0.06289
9,resource_allocation,active_adaptive_bisection,2000,1980,0.0038662400741064085,0.00257
9,resource_allocation,uniform,5000,5000,0.038242527149818684,0.02152
9,resource_allocation,active_adaptive_bisection,5000,4968,0.0009641396311276251,0.00052
9,resource_allocation,uniform,10000,10000,0.03211506660062102,0.0176
9,resource_allocation,active_adaptive_bisection,10000,9984,0.00048733550720692076,0.00029
9,resource_allocation,uniform,25000,25000,0.026118302572076868,0.01693
9,resource_allocation,active_adaptive_bisection,25000,20076,0.00024340871997247104,0.00016
9,resource_allocation,uniform,50000,50000,0.024966669410715014,0.01685
9,resource_allocation,active_adaptive_bisection,50000,21510,0.00012200175837440153,0.0001
9,resource_allocation,uniform,100000,100000,0.025471633077227107,0.01687
9,resource_allocation,active_adaptive_bisection,100000,22944,6.0966602124401525e-05,2e-05
9,random_structured,uniform,100,100,0.5,0.3787
9,random_structured,active_adaptive_bisection,100,74,0.06153079025025554,0.02619
9,random_structured,uniform,200,200,0.5,0.3787
9,random_structured,active_adaptive_bisection,200,169,0.02835507069014697,0.01538
9,random_structured,uniform,500,500,2.0,0.41735
9,random_structured,active_adaptive_bisection,500,420,0.015151033287582494,0.00852
9,random_structured,uniform,1000,1000,0.9298912873440209,0.26631
9,random_structured,active_adaptive_bisection,1000,988,0.007790697044903594,0.00385
9,random_structured,uniform,2000,2000,0.09959245627739877,0.06441
9,random_structured,active_adaptive_bisection,2000,1948,0.003871365271845839,0.00185
9,random_structured,uniform,5000,5000,0.07117249085745248,0.0242
9,random_structured,active_adaptive_bisection,5000,4906,0.0010810445828706161,0.0005
9,random_structured,uniform,10000,10000,0.010367955054820244,0.00396
9,random_structured,active_adaptive_bisection,10000,9779,0.0005391580309642707,0.00024
9,random_structured,uniform,25000,25000,0.009583517132279895,0.0022
9,random_structured,active_adaptive_bisection,25000,17556,0.00024391988138439125,0.0001
9,random_structured,uniform,50000,50000,0.004467531681304537,0.00161
9,random_structured,active_adaptive_bisection,50000,18780,0.00012184956888439125,6e-05
9,random_structured,uniform,100000,100000,0.0020668557562703582,0.00101
9,random_structured,active_adaptive_bisection,100000,20004,6.0896739185967164e-05,1e-05
10,inventory_threshold,uniform,100,100,0.44999999999999996,0.27982
10,inventory_threshold,active_adaptive_bisection,100,84,0.03125,0.01837
10,inventory_threshold,uniform,200,200,0.44999999999999996,0.18289
10,inventory_threshold,active_adaptive_bisection,200,189,0.03125,0.01672
10,inventory_threshold,uniform,500,500,0.21854807317698324,0.164
10,inventory_threshold,active_adaptive_bisection,500,480,0.015625,0.01022
10,inventory_threshold,uniform,1000,1000,0.15030950075020677,0.07655
10,inventory_threshold,active_adaptive_bisection,1000,999,0.0078125,0.00454
10,inventory_threshold,uniform,2000,2000,0.09573678618548864,0.04499
10,inventory_threshold,active_adaptive_bisection,2000,1980,0.00390625,0.00212
10,inventory_threshold,uniform,5000,5000,0.04758790618570585,0.01771
10,inventory_threshold,active_adaptive_bisection,5000,4968,0.0009765625,0.00051
10,inventory_threshold,uniform,10000,10000,0.012243349674940784,0.00564
10,inventory_threshold,active_adaptive_bisection,10000,9984,0.00048828125,0.00027
10,inventory_threshold,uniform,25000,25000,0.006224843851176776,0.00188
10,inventory_threshold,active_adaptive_bisection,25000,20076,0.000244140625,0.00022
10,inventory_threshold,uniform,50000,50000,0.003982161452614763,0.00178
10,inventory_threshold,active_adaptive_bisection,50000,21510,0.0001220703125,0.00012
10,inventory_threshold,uniform,100000,100000,0.00192517695439276,0.00118
10,inventory_threshold,active_adaptive_bisection,100000,22944,6.103515625e-05,7e-05
10,machine_replacement,uniform,100,100,0.15217391304347827,0.10075
10,machine_replacement,active_adaptive_bisection,100,84,0.028373430962343127,0.01654
10,machine_replacement,uniform,200,200,0.24662146148561406,0.08457
10,machine_replacement,active_adaptive_bisection,200,189,0.03070424777151174,0.01633
10,machine_replacement,uniform,500,500,0.38272274075923585,0.16938
10,machine_replacement,active_adaptive_bisection,500,480,0.015236415295268979,0.0084
10,machine_replacement,uniform,1000,1000,0.15961571562556065,0.10128
10,machine_replacement,active_adaptive_bisection,1000,999,0.007477089776241563,0.00435
10,machine_replacement,uniform,2000,2000,0.08561581253281247,0.04097
10,machine_replacement,active_adaptive_bisection,2000,1980,0.003791892136865288,0.00199
10,machine_replacement,uniform,5000,5000,0.01782756314740469,0.00796
10,machine_replacement,active_adaptive_bisection,5000,4968,0.0009654587297009964,0.00079
10,machine_replacement,uniform,10000,10000,0.012557218314385998,0.00371
10,machine_replacement,active_adaptive_bisection,10000,9984,0.0004833069458340944,0.00047
10,machine_replacement,uniform,25000,25000,0.005778384364556688,0.00184
10,machine_replacement,active_adaptive_bisection,25000,20076,0.0002437853175595306,0.00023
10,machine_replacement,uniform,50000,50000,0.002017037958689849,0.00134
10,machine_replacement,active_adaptive_bisection,50000,21510,0.00012171500505953059,0.00014
10,machine_replacement,uniform,100000,100000,0.0009862426423840887,0.00044
10,machine_replacement,active_adaptive_bisection,100000,22944,6.067984880953059e-05,0.00012
10,admission_control,uniform,100,100,0.5,0.27798
10,admission_control,active_adaptive_bisection,100,79,0.10325139470013944,0.04663
10,admission_control,uniform,200,200,0.5,0.23239
10,admission_control,active_adaptive_bisection,200,179,0.03125,0.02343
10,admission_control,uniform,500,500,0.39620030578246745,0.22198
10,admission_control,active_adaptive_bisection,500,456,0.02276881556446042,0.0112
10,admission_control,uniform,1000,1000,0.14607289067128426,0.09985
10,admission_control,active_adaptive_bisection,1000,957,0.0078125,0.00512
10,admission_control,uniform,2000,2000,0.1630959555124507,0.07883
10,admission_control,active_adaptive_bisection,2000,1884,0.004540250835427195,0.00279
10,admission_control,uniform,5000,5000,0.05121866082814817,0.02494
10,admission_control,active_adaptive_bisection,5000,4990,0.0017297183237012792,0.00059
10,admission_control,uniform,10000,10000,0.0485609892742154,0.02233
10,admission_control,active_adaptive_bisection,10000,9896,0.00048828125,0.00028
10,admission_control,uniform,25000,25000,0.046111272411471615,0.02163
10,admission_control,active_adaptive_bisection,25000,19128,0.000244140625,0.00018
10,admission_control,uniform,50000,50000,0.04645237281684589,0.02164
10,admission_control,active_adaptive_bisection,50000,20483,0.0001220703125,8e-05
10,admission_control,uniform,100000,100000,0.045814117765128504,0.02163
10,admission_control,active_adaptive_bisection,100000,21838,6.103515625e-05,5e-05
10,resource_allocation,uniform,100,100,0.4964027580075816,0.33555
10,resource_allocation,active_adaptive_bisection,100,84,0.03257011140332189,0.02283
10,resource_allocation,uniform,200,200,0.4964027580075816,0.22541
10,resource_allocation,active_adaptive_bisection,200,189,0.030754442115439415,0.01949
10,resource_allocation,uniform,500,500,0.19761898609543632,0.16431
10,resource_allocation,active_adaptive_bisection,500,480,0.014500405719306442,0.00781
10,resource_allocation,uniform,1000,1000,0.13884571310435612,0.08164
10,resource_allocation,active_adaptive_bisection,1000,999,0.007453299699516247,0.00478
10,resource_allocation,uniform,2000,2000,0.0889694990289398,0.04451
10,resource_allocation,active_adaptive_bisection,2000,1980,0.0037944092177070177,0.00245
10,resource_allocation,uniform,5000,5000,0.04137283064367819,0.02103
10,resource_allocation,active_adaptive_bisection,5000,4968,0.0009659171738782835,0.00059
10,resource_allocation,uniform,10000,10000,0.03352473813281159,0.01743
10,resource_allocation,active_adaptive_bisection,10000,9984,0.00048005543601359335,0.00032
10,resource_allocation,uniform,25000,25000,0.025245944080262928,0.01679
10,resource_allocation,active_adaptive_bisection,25000,20076,0.00024340871997247104,0.00012
10,resource_allocation,uniform,50000,50000,0.02591650332281592,0.01646
10,resource_allocation,active_adaptive_bisection,50000,21510,0.00012200175837440153,4e-05
10,resource_allocation,uniform,100000,100000,0.02531172630562334,0.01653
10,resource_allocation,active_adaptive_bisection,100000,22944,6.0966602124401525e-05,0.0
10,random_structured,uniform,100,100,0.5,0.43604
10,random_structured,active_adaptive_bisection,100,64,0.02185096410266585,0.00986
10,random_structured,uniform,200,200,0.5,0.36006
10,random_structured,active_adaptive_bisection,200,159,0.02992470676799188,0.0144
10,random_structured,uniform,500,500,1.2730488025161488,0.2964
10,random_structured,active_adaptive_bisection,500,474,0.015340050754938273,0.00723
10,random_structured,uniform,1000,1000,0.23365621232307066,0.127
10,random_structured,active_adaptive_bisection,1000,951,0.007457715275289101,0.00309
10,random_structured,uniform,2000,2000,0.15423317342882814,0.06856
10,random_structured,active_adaptive_bisection,2000,1938,0.004898888119127309,0.00171
10,random_structured,uniform,5000,5000,0.05363834891935715,0.01143
10,random_structured,active_adaptive_bisection,5000,4826,0.0011141547595420187,0.00034
10,random_structured,uniform,10000,10000,0.02717450982510683,0.00395
10,random_structured,active_adaptive_bisection,10000,9546,0.00048227418401650124,0.00018
10,random_structured,uniform,25000,25000,0.006588056881918547,0.00222
10,random_structured,active_adaptive_bisection,25000,15972,0.00024288130724969825,6e-05
10,random_structured,uniform,50000,50000,0.004888932022120096,0.00142
10,random_structured,active_adaptive_bisection,50000,17064,0.00012131849888274981,0.0
10,random_structured,uniform,100000,100000,0.0017356073613745138,0.00069
10,random_structured,active_adaptive_bisection,100000,18156,6.0283342632749815e-05,1e-05
11,inventory_threshold,uniform,100,100,0.44999999999999996,0.27731
11,inventory_threshold,active_adaptive_bisection,100,84,0.03125,0.01835
11,inventory_threshold,uniform,200,200,0.44999999999999996,0.27731
11,inventory_threshold,active_adaptive_bisection,200,189,0.03125,0.01676
11,inventory_threshold,uniform,500,500,0.6181767304654653,0.15182
11,inventory_threshold,active_adaptive_bisection,500,480,0.015625,0.00982
11,inventory_threshold,uniform,1000,1000,0.2706742175200888,0.11472
11,inventory_threshold,active_adaptive_bisection,1000,999,0.0078125,0.0048
11,inventory_threshold,uniform,2000,2000,0.18513014130052885,0.06324
11,inventory_threshold,active_adaptive_bisection,2000,1980,0.00390625,0.00215
11,inventory_threshold,uniform,5000,5000,0.03652409810226387,0.01044
11,inventory_threshold,active_adaptive_bisection,5000,4968,0.0009765625,0.00051
11,inventory_threshold,uniform,10000,10000,0.01613843086430311,0.00637
11,inventory_threshold,active_adaptive_bisection,10000,9945,0.00048828125,0.00026
11,inventory_threshold,uniform,25000,25000,0.00656530489286522,0.00218
11,inventory_threshold,active_adaptive_bisection,25000,20076,0.000244140625,0.00024
11,inventory_threshold,uniform,50000,50000,0.003207428174312632,0.00156
11,inventory_threshold,active_adaptive_bisection,50000,21510,0.0001220703125,8e-05
11,inventory_threshold,uniform,100000,100000,0.002696059761788716,0.00123
11,inventory_threshold,active_adaptive_bisection,100000,22944,6.103515625e-05,4e-05
11,machine_replacement,uniform,100,100,0.15217391304347827,0.09891
11,machine_replacement,active_adaptive_bisection,100,84,0.028373430962343127,0.01604
11,machine_replacement,uniform,200,200,0.15217391304347827,0.09891
11,machine_replacement,active_adaptive_bisection,200,189,0.030217164924944716,0.01614
11,machine_replacement,uniform,500,500,0.2877866498481805,0.12727
11,machine_replacement,active_adaptive_bisection,500,480,0.014988289066763694,0.00763
11,machine_replacement,uniform,1000,1000,0.12871557187178118,0.09032
11,machine_replacement,active_adaptive_bisection,1000,999,0.007357706476259773,0.00399
11,machine_replacement,uniform,2000,2000,0.05120526029699751,0.03398
11,machine_replacement,active_adaptive_bisection,2000,1980,0.0037855354769811,0.00196
11,machine_replacement,uniform,5000,5000,0.019530194821140406,0.00645
11,machine_replacement,active_adaptive_bisection,5000,4968,0.0009700825392071899,0.00071
11,machine_replacement,uniform,10000,10000,0.010943062356065014,0.00433
11,machine_replacement,active_adaptive_bisection,10000,9945,0.00048118836941690724,0.00028
11,machine_replacement,uniform,25000,25000,0.0017479197267704638,0.00119
11,machine_replacement,active_adaptive_bisection,25000,20076,0.0002437853175595306,0.00012
11,machine_replacement,uniform,50000,50000,0.0013492770415743927,0.00051
11,machine_replacement,active_adaptive_bisection,50000,21510,0.00012171500505953059,5e-05
11,machine_replacement,uniform,100000,100000,0.0011366000142917776,0.00065
11,machine_replacement,active_adaptive_bisection,100000,22944,6.067984880953059e-05,5e-05
11,admission_control,uniform,100,100,0.5,0.27948
11,admission_control,active_adaptive_bisection,100,79,0.10325139470013944,0.04677
11,admission_control,uniform,200,200,0.5,0.27948
11,admission_control,active_adaptive_bisection,200,179,0.035806004492433874,0.02512
11,admission_control,uniform,500,500,0.22354325890594434,0.11149
11,admission_control,active_adaptive_bisection,500,456,0.019764789499383983,0.01055
11,admission_control,uniform,1000,1000,0.19308713647797737,0.10154
11,admission_control,active_adaptive_bisection,1000,950,0.0078125,0.00508
11,admission_control,uniform,2000,2000,0.14538689260476545,0.0576
11,admission_control,active_adaptive_bisection,2000,1892,0.004177067808972756,0.00295
11,admission_control,uniform,5000,5000,0.06155114055144606,0.02656
