seed,budget,boundary,dH_j
25,2000,B2,0.00019496018473436714
25,5000,B0,0.00010966874311790283
25,5000,B1,0.00011614582225229801
25,5000,B2,6.268199691838167e-05
25,10000,B0,6.199055783187643e-05
25,10000,B1,4.8692464980050286e-05
25,10000,B2,6.223282716835452e-05
25,25000,B0,4.115493793929929e-05
25,25000,B1,4.315748905525785e-05
25,25000,B2,3.053080348228756e-05
25,50000,B0,2.4980279672444818e-05
25,50000,B1,3.4996407214132465e-05
25,50000,B2,2.36873694514893e-05
25,100000,B0,2.9478452822032456e-05
25,100000,B1,1.911212404801128e-05
25,100000,B2,2.687827201748321e-05
26,100,B0,0.005046648194014318
26,100,B1,0.0035640383127824027
26,100,B2,0.00488977177059767
26,200,B0,0.0017167625217370142
26,200,B1,0.0019040452286763932
26,200,B2,0.002020820514708494
26,500,B0,0.0010048577639610516
26,500,B1,0.0007952182131247199
26,500,B2,0.0007523947062018115
26,1000,B0,0.0004295654965514685
26,1000,B1,0.0004774011647569306
26,1000,B2,0.00029144504171211216
26,2000,B0,0.00025884860045468733
26,2000,B1,0.00019675135267259298
26,2000,B2,0.00020861657546294141
26,5000,B0,0.00012752560298487462
26,5000,B1,9.253034867732307e-05
26,5000,B2,0.00010494216916126274
26,10000,B0,7.285938333826991e-05
26,10000,B1,6.273523979363936e-05
26,10000,B2,5.963015494783489e-05
26,25000,B0,3.175571331641507e-05
26,25000,B1,3.613365414474931e-05
26,25000,B2,2.764387650720744e-05
26,50000,B0,2.4324453640962732e-05
26,50000,B1,2.3836939294676927e-05
26,50000,B2,2.9022110119742034e-05
26,100000,B0,2.2716962393194218e-05
26,100000,B1,2.4588277313601375e-05
26,100000,B2,2.8234382579639533e-05
27,100,B0,0.00533276785281108
27,100,B1,0.004097057823428889
27,100,B2,0.0035911599400004052
27,200,B0,0.0022372647935896698
27,200,B1,0.0016024757762165965
27,200,B2,0.0018006612575668522
27,500,B0,0.0009143452792448344
27,500,B1,0.0007424507109231744
27,500,B2,0.0006948880539427531
27,1000,B0,0.0004707259575204952
27,1000,B1,0.00034618720578646927
27,1000,B2,0.0004184883807753291
27,2000,B0,0.0002288415550622605
27,2000,B1,0.00015783474915490037
27,2000,B2,0.00019166713779914438
27,5000,B0,0.0001301895885477844
27,5000,B1,7.358187404535191e-05
27,5000,B2,7.689222917465592e-05
27,10000,B0,5.0949303037195295e-05
27,10000,B1,5.9695026046306086e-05
27,10000,B2,3.096545575851723e-05
27,25000,B0,2.1377091947987058e-05
27,25000,B1,2.303074021223483e-05
27,25000,B2,2.6414063784675226e-05
27,50000,B0,2.431107451523647e-05
27,50000,B1,1.9841032813727726e-05
27,50000,B2,2.8496654690064273e-05
27,100000,B0,2.2533400409739117e-05
27,100000,B1,1.1973032451035974e-05
27,100000,B2,2.187012999611642e-05
28,100,B0,0.004605568161511101
28,100,B1,0.004501134128453679
28,100,B2,0.003420342811079517
28,200,B0,0.0030138325175282335
28,200,B1,0.0012957850983644748
28,200,B2,0.0014595075873248494
28,500,B0,0.0010610094831707319
28,500,B1,0.0007592141091850929
28,500,B2,0.0007383010641815129
28,1000,B0,0.0004299835247959566
28,1000,B1,0.00045653896487402696
28,1000,B2,0.0004265348812806429
28,2000,B0,0.0002918396576210337
28,2000,B1,0.00021840456565149863
28,2000,B2,0.0001798154237757979
28,5000,B0,8.389362803591055e-05
28,5000,B1,8.5697972664412e-05
28,5000,B2,9.604959496861397e-05
28,10000,B0,7.728267791084005e-05
28,10000,B1,5.474831744876519e-05
28,10000,B2,3.971348543752355e-05
28,25000,B0,3.485866928414299e-05
28,25000,B1,3.13548415603517e-05
28,25000,B2,2.2926921335460114e-05
28,50000,B0,3.0352323587662633e-05
28,50000,B1,2.564668753691585e-05
28,50000,B2,1.4574534061045922e-05
28,100000,B0,2.354117727884786e-05
28,100000,B1,1.6985944308677136e-05
28,100000,B2,2.2821507255883477e-05
29,100,B0,0.004477407279867679
29,100,B1,0.005063569826187957
29,100,B2,0.005039664416018311
29,200,B0,0.0016889860383613817
29,200,B1,0.0020438034513707596
29,200,B2,0.0019267413127483017
29,500,B0,0.001235368982595442
29,500,B1,0.0007766095678967078
29,500,B2,0.0007311546935010023
29,1000,B0,0.00042073492565268046
29,1000,B1,0.0003085326523845617
29,1000,B2,0.0002919473018546636
29,2000,B0,0.00022059444537120276
29,2000,B1,0.00022297052572919338
29,2000,B2,0.0001808613656945692
29,5000,B0,0.00011483737066408349
29,5000,B1,9.73326493266535e-05
29,5000,B2,7.562196940745748e-05
29,10000,B0,5.490693253626291e-05
29,10000,B1,5.865352766813145e-05
29,10000,B2,6.214787509817189e-05
29,25000,B0,4.438484866082775e-05
29,25000,B1,2.7788476220878912e-05
29,25000,B2,2.7541522492439633e-05
29,50000,B0,2.4706797294490595e-05
29,50000,B1,2.12630093689532e-05
29,50000,B2,2.2534977897121272e-05
29,100000,B0,2.4989379088403664e-05
29,100000,B1,2.9115348983004978e-05
29,100000,B2,2.4353324768647456e-05
