seed,method,C_D,R_pi,C_bin
19,structured active boundary,57.23277120323559,4.119881169414759e-05,"(42.685, 78.185]"
19,unstructured table,285.43714878574036,0.04284795668605009,"(255.682, 291.182]"
20,structured active boundary,8.483136730654184,0.0229832220679392,"(6.902, 42.685]"
20,unstructured table,55.16639419087547,0.1459658483918558,"(42.685, 78.185]"
20,structured active boundary,10.934881888336273,0.01648168192427759,"(6.902, 42.685]"
20,unstructured table,65.36848472865273,0.1282625995149432,"(42.685, 78.185]"
20,structured active boundary,12.697269459731642,0.009013718445307855,"(6.902, 42.685]"
20,unstructured table,80.54431196433323,0.13705469192960085,"(78.185, 113.684]"
20,structured active boundary,15.709935164937134,0.005923814270913505,"(6.902, 42.685]"
20,unstructured table,91.46674864267298,0.11826486521276729,"(78.185, 113.684]"
20,structured active boundary,20.047583662998928,0.002625611850493382,"(6.902, 42.685]"
20,unstructured table,108.8780791825651,0.10554047500795324,"(78.185, 113.684]"
20,structured active boundary,25.79597559194751,0.0009278274855079567,"(6.902, 42.685]"
20,unstructured table,132.05266519775472,0.09263126027864248,"(113.684, 149.184]"
20,structured active boundary,34.105202279159855,0.00022780791056155593,"(6.902, 42.685]"
20,unstructured table,178.97597643205083,0.0717954819286567,"(149.184, 184.683]"
20,structured active boundary,45.08143278150029,6.153290775706108e-05,"(42.685, 78.185]"
20,unstructured table,222.7829353286916,0.05310207110059312,"(220.183, 255.682]"
20,structured active boundary,58.16480300404102,3.787518758903741e-05,"(42.685, 78.185]"
20,unstructured table,281.92892010439635,0.04075591430097039,"(255.682, 291.182]"
21,structured active boundary,8.048559979267159,0.021453866539196134,"(6.902, 42.685]"
21,unstructured table,54.95860500267803,0.14950367767282363,"(42.685, 78.185]"
21,structured active boundary,10.336625345778765,0.016058329046562948,"(6.902, 42.685]"
21,unstructured table,66.1462444804062,0.14544855891168285,"(42.685, 78.185]"
21,structured active boundary,12.887281526772915,0.009657481590546631,"(6.902, 42.685]"
21,unstructured table,74.91750253447968,0.1435630293623017,"(42.685, 78.185]"
21,structured active boundary,16.299638998579223,0.004861968713257837,"(6.902, 42.685]"
21,unstructured table,92.58318453085606,0.13253464555140904,"(78.185, 113.684]"
21,structured active boundary,19.414698182277053,0.0025767505593279104,"(6.902, 42.685]"
21,unstructured table,113.74530201526008,0.10638191258661293,"(113.684, 149.184]"
21,structured active boundary,26.23894966186157,0.0008769569830892322,"(6.902, 42.685]"
21,unstructured table,139.03198412632258,0.08243731835152808,"(113.684, 149.184]"
21,structured active boundary,34.047533705091226,0.0002260790923794666,"(6.902, 42.685]"
21,unstructured table,172.79798291075846,0.07062474137280861,"(149.184, 184.683]"
21,structured active boundary,45.34121937286992,6.591164180391753e-05,"(42.685, 78.185]"
21,unstructured table,223.0615854963709,0.05645026404575087,"(220.183, 255.682]"
21,structured active boundary,57.914064019432296,3.88806903681882e-05,"(42.685, 78.185]"
21,unstructured table,287.4013344296163,0.03998451602772055,"(255.682, 291.182]"
22,structured active boundary,8.125862064640538,0.027404485929958707,"(6.902, 42.685]"
22,unstructured table,55.109522298343244,0.13988268652627497,"(42.685, 78.185]"
22,structured active boundary,10.606288470353451,0.016205815393504366,"(6.902, 42.685]"
22,unstructured table,68.55050409408949,0.13555317510423354,"(42.685, 78.185]"
22,structured active boundary,13.144426696111283,0.009777390283987686,"(6.902, 42.685]"
22,unstructured table,71.9756217075133,0.1324275977973697,"(42.685, 78.185]"
22,structured active boundary,15.734118637082224,0.004709629976486555,"(6.902, 42.685]"
22,unstructured table,89.34218621540417,0.11335730281571023,"(78.185, 113.684]"
22,structured active boundary,19.18952229572072,0.00245885191272137,"(6.902, 42.685]"
22,unstructured table,108.79436587949515,0.11492700754968636,"(78.185, 113.684]"
22,structured active boundary,25.415528335538497,0.0008799907261277649,"(6.902, 42.685]"
22,unstructured table,138.7672945368026,0.10315836855211812,"(113.684, 149.184]"
22,structured active boundary,34.73271169150844,0.0002079120662897772,"(6.902, 42.685]"
22,unstructured table,177.3976097781701,0.07949741546711793,"(149.184, 184.683]"
22,structured active boundary,44.68263337776659,6.368716745124252e-05,"(42.685, 78.185]"
22,unstructured table,221.2919823620126,0.05516183862350068,"(220.183, 255.682]"
22,structured active boundary,58.715606466201756,3.852976582827332e-05,"(42.685, 78.185]"
22,unstructured table,283.3367314488098,0.040860184313575784,"(255.682, 291.182]"
23,structured active boundary,7.185591283652224,0.024938877279011982,"(6.902, 42.685]"
23,unstructured table,51.22844063965193,0.15493788122907678,"(42.685, 78.185]"
23,structured active boundary,9.14299641074813,0.013523320747589598,"(6.902, 42.685]"
23,unstructured table,62.89722663971695,0.15182206724526753,"(42.685, 78.185]"
23,structured active boundary,13.792934562969927,0.008655588186459435,"(6.902, 42.685]"
23,unstructured table,75.2861020407554,0.11123619319545047,"(42.685, 78.185]"
23,structured active boundary,16.730043745421327,0.0052633234095542415,"(6.902, 42.685]"
23,unstructured table,94.78117931202296,0.11859965588111963,"(78.185, 113.684]"
23,structured active boundary,20.164568204748015,0.0024418532952897288,"(6.902, 42.685]"
23,unstructured table,110.77309666039775,0.11677238003906804,"(78.185, 113.684]"
23,structured active boundary,26.094704998724815,0.000747887470533498,"(6.902, 42.685]"
23,unstructured table,141.00479958968947,0.08885456452476852,"(113.684, 149.184]"
23,structured active boundary,34.29742072225116,0.0002436609574959343,"(6.902, 42.685]"
23,unstructured table,173.71117148630208,0.07919524038888216,"(149.184, 184.683]"
23,structured active boundary,44.944523034815404,5.5864410706839956e-05,"(42.685, 78.185]"
23,unstructured table,221.78573663709614,0.05211288648386515,"(220.183, 255.682]"
23,structured active boundary,57.941532623587314,3.7119023675176696e-05,"(42.685, 78.185]"
23,unstructured table,287.84027408485514,0.03762952381853437,"(255.682, 291.182]"
24,structured active boundary,8.400751622869294,0.02344450355318526,"(6.902, 42.685]"
24,unstructured table,54.42966371623654,0.15063561751390322,"(42.685, 78.185]"
24,structured active boundary,9.71378398757846,0.01493287755288916,"(6.902, 42.685]"
24,unstructured table,66.22530529755701,0.13932651996152592,"(42.685, 78.185]"
24,structured active boundary,13.125176482708628,0.009564219197792767,"(6.902, 42.685]"
24,unstructured table,76.61982429529765,0.12919207441183617,"(42.685, 78.185]"
24,structured active boundary,16.303109765110346,0.0050536313429471276,"(6.902, 42.685]"
24,unstructured table,89.6767681153733,0.12615918986631794,"(78.185, 113.684]"
24,structured active boundary,19.686054284917542,0.002499578781958459,"(6.902, 42.685]"
24,unstructured table,110.68124606638514,0.11254312816315651,"(78.185, 113.684]"
24,structured active boundary,25.91795966635236,0.000824884072020458,"(6.902, 42.685]"
24,unstructured table,140.03078169404287,0.08992335963313439,"(113.684, 149.184]"
24,structured active boundary,33.62549317520359,0.0002144745126219705,"(6.902, 42.685]"
24,unstructured table,173.2027268205967,0.06632228086521336,"(149.184, 184.683]"
24,structured active boundary,44.66124002746742,6.295045077073993e-05,"(42.685, 78.185]"
24,unstructured table,226.26181677847572,0.0585595303849934,"(220.183, 255.682]"
24,structured active boundary,58.73418324242512,3.940171573621248e-05,"(42.685, 78.185]"
24,unstructured table,283.1246172767661,0.03687790494182951,"(255.682, 291.182]"
25,structured active boundary,7.64637358636401,0.021114206456661767,"(6.902, 42.685]"
25,unstructured table,55.73709721148531,0.14299053301543516,"(42.685, 78.185]"
25,structured active boundary,10.280882537832627,0.01582389468869743,"(6.902, 42.685]"
25,unstructured table,65.79237083722147,0.1352031456872216,"(42.685, 78.185]"
25,structured active boundary,12.607525438548493,0.008757425495759148,"(6.902, 42.685]"
25,unstructured table,78.30691743123319,0.12622362891168395,"(78.185, 113.684]"
25,structured active boundary,16.38116426883307,0.00501888392248317,"(6.902, 42.685]"
25,unstructured table,88.58497667921299,0.11350292194368024,"(78.185, 113.684]"
25,structured active boundary,20.30145959813789,0.0026561098689455694,"(6.902, 42.685]"
25,unstructured table,109.13031885624652,0.11747199595138837,"(78.185, 113.684]"
25,structured active boundary,25.598367164443765,0.000836683452996631,"(6.902, 42.685]"
25,unstructured table,141.82784803310088,0.0861303480638904,"(113.684, 149.184]"
25,structured active boundary,34.21069463417685,0.0002243963741997991,"(6.902, 42.685]"
25,unstructured table,170.9580001974686,0.07346681550018397,"(149.184, 184.683]"
25,structured active boundary,44.89596535026361,4.922871572270838e-05,"(42.685, 78.185]"
25,unstructured table,225.66639963544458,0.05217389640096148,"(220.183, 255.682]"
25,structured active boundary,58.16045116187443,3.662808961603724e-05,"(42.685, 78.185]"
25,unstructured table,282.19540259243934,0.0381621191222931,"(255.682, 291.182]"
26,structured active boundary,7.951604607002673,0.021271463553096105,"(6.902, 42.685]"
26,unstructured table,52.51832136017988,0.13939888586210009,"(42.685, 78.185]"
26,structured active boundary,10.652002960249963,0.016117488521104277,"(6.902, 42.685]"
26,unstructured table,61.56413206476662,0.1344069567605699,"(42.685, 78.185]"
26,structured active boundary,13.117827551447336,0.008944180487684264,"(6.902, 42.685]"
26,unstructured table,75.10459713950272,0.14021203701344717,"(42.685, 78.185]"
26,structured active boundary,16.400479165513996,0.004687869810106621,"(6.902, 42.685]"
26,unstructured table,89.41477453769082,0.11516658455656405,"(78.185, 113.684]"
26,structured active boundary,19.635381011340492,0.0022146006595743337,"(6.902, 42.685]"
26,unstructured table,106.5838361059757,0.10728885336138473,"(78.185, 113.684]"
26,structured active boundary,26.57041327813834,0.0008594049941034672,"(6.902, 42.685]"
26,unstructured table,134.07295710323746,0.09637270071475541,"(113.684, 149.184]"
26,structured active boundary,34.47913206871286,0.0001849324448183819,"(6.902, 42.685]"
26,unstructured table,174.90354790927276,0.06356088085856394,"(149.184, 184.683]"
26,structured active boundary,44.48101519699811,5.6033016900278754e-05,"(42.685, 78.185]"
26,unstructured table,225.52910506209258,0.054656261255365206,"(220.183, 255.682]"
26,structured active boundary,58.55095922706977,3.402125014587971e-05,"(42.685, 78.185]"
26,unstructured table,286.9086402065162,0.04301610144719698,"(255.682, 291.182]"
27,structured active boundary,8.105626296186152,0.02479142018112737,"(6.902, 42.685]"
27,unstructured table,61.288554733078364,0.15340274753845612,"(42.685, 78.185]"
27,structured active boundary,10.246774544532016,0.015700328943130084,"(6.902, 42.685]"
27,unstructured table,64.5960256909146,0.1373416918687643,"(42.685, 78.185]"
27,structured active boundary,12.50563133922597,0.008888977282402982,"(6.902, 42.685]"
27,unstructured table,79.14621591426518,0.12992632411688318,"(78.185, 113.684]"
27,structured active boundary,14.43478794435767,0.005359180078061243,"(6.902, 42.685]"
27,unstructured table,91.30638000316252,0.11359693561326614,"(78.185, 113.684]"
27,structured active boundary,20.278686182537598,0.0024276767353159463,"(6.902, 42.685]"
27,unstructured table,112.79595653728309,0.10318407304979854,"(78.185, 113.684]"
27,structured active boundary,25.691528234979632,0.0007357711558890592,"(6.902, 42.685]"
27,unstructured table,138.01592448666796,0.09886383472792047,"(113.684, 149.184]"
27,structured active boundary,33.67960416313066,0.00020129668890658467,"(6.902, 42.685]"
27,unstructured table,170.38672098019265,0.06338082978369404,"(149.184, 184.683]"
27,structured active boundary,44.89711456741667,6.080922422957741e-05,"(42.685, 78.185]"
27,unstructured table,224.67929768865753,0.051942387689094545,"(220.183, 255.682]"
27,structured active boundary,57.75747292856593,3.105520672244732e-05,"(42.685, 78.185]"
27,unstructured table,285.0043025916536,0.03402957639711757,"(255.682, 291.182]"
28,structured active boundary,8.326655863113578,0.02363516422978153,"(6.902, 42.685]"
28,unstructured table,55.12126051467612,0.14736383242784806,"(42.685, 78.185]"
28,structured active boundary,10.277230275534578,0.018279496376635014,"(6.902, 42.685]"
28,unstructured table,62.56158029436776,0.14257420263125664,"(42.685, 78.185]"
28,structured active boundary,13.06986048528229,0.008437613485122725,"(6.902, 42.685]"
28,unstructured table,77.09946582767103,0.13011599421620038,"(42.685, 78.185]"
28,structured active boundary,15.768632176680015,0.005517522380900025,"(6.902, 42.685]"
28,unstructured table,90.91383900531113,0.11700722541254545,"(78.185, 113.684]"
28,structured active boundary,20.36040830287364,0.0025277468158811617,"(6.902, 42.685]"
28,unstructured table,116.04797552092151,0.09812575216490665,"(113.684, 149.184]"
28,structured active boundary,25.003605782878854,0.0009476445439597053,"(6.902, 42.685]"
28,unstructured table,135.1792053774473,0.09220676216000183,"(113.684, 149.184]"
28,structured active boundary,34.55314690565003,0.0001991283319088297,"(6.902, 42.685]"
28,unstructured table,178.134224320348,0.07018824923580244,"(149.184, 184.683]"
28,structured active boundary,45.23579624764774,5.8950037461826647e-05,"(42.685, 78.185]"
28,unstructured table,226.30877106827114,0.05541132983177206,"(220.183, 255.682]"
28,structured active boundary,58.27566301924205,3.656647309624378e-05,"(42.685, 78.185]"
28,unstructured table,283.0460953502526,0.043752745913876775,"(255.682, 291.182]"
29,structured active boundary,7.458229780633667,0.024012503507280184,"(6.902, 42.685]"
29,unstructured table,54.72986579658596,0.1503246868291833,"(42.685, 78.185]"
29,structured active boundary,10.745282967171205,0.015053418369829494,"(6.902, 42.685]"
29,unstructured table,63.73522668219416,0.1555862690615865,"(42.685, 78.185]"
29,structured active boundary,12.483771509793295,0.00832618038716376,"(6.902, 42.685]"
29,unstructured table,77.81684797391655,0.12882691335899393,"(42.685, 78.185]"
29,structured active boundary,17.1218327681726,0.0047930804286997674,"(6.902, 42.685]"
29,unstructured table,91.27261828571874,0.10957273695485627,"(78.185, 113.684]"
29,structured active boundary,20.799807869385496,0.0026362035359797915,"(6.902, 42.685]"
29,unstructured table,109.34817904185395,0.11994321592518221,"(78.185, 113.684]"
29,structured active boundary,26.219980408138046,0.0008582969203858415,"(6.902, 42.685]"
29,unstructured table,137.86933204279063,0.08548257903034616,"(113.684, 149.184]"
29,structured active boundary,34.01493838633314,0.00023610838674000489,"(6.902, 42.685]"
29,unstructured table,171.27727893170493,0.06552409291975676,"(149.184, 184.683]"
29,structured active boundary,46.50155143983011,5.426490697803553e-05,"(42.685, 78.185]"
29,unstructured table,225.51054597999723,0.0479975631930793,"(220.183, 255.682]"
29,structured active boundary,58.139952961527726,3.771672724366658e-05,"(42.685, 78.185]"
29,unstructured table,283.445934860459,0.03996651058402022,"(255.682, 291.182]"
