geometry,seed,method,budget,n_boundaries,slope,curvature,dH,R_pi,C_D
2,19,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.0721177481864839,0.10455780747632167,122.70510133643448
2,20,active,10000,5,0.5541655833642471,0.031146683317341682,0.0001048398366216511,0.00010572073556756488,23.00083871869297
2,20,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.06638130778371892,0.06437149022705083,120.89671706021728
2,21,active,10000,5,0.5541655833642471,0.031146683317341682,6.918378771323189e-05,7.462640157710462e-05,23.000553470301707
2,21,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.04380501204331695,0.03643634057002133,119.63963532565096
2,22,active,10000,5,0.5541655833642471,0.031146683317341682,0.00012024255016893255,0.0001679094035484854,23.00096194040135
2,22,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.07613382459059295,0.08800940292659871,121.96042313169694
2,23,active,10000,5,0.5541655833642471,0.031146683317341682,7.714132037343023e-05,0.0001927848707408536,23.000617130562986
2,23,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.048843473011395556,0.07566495233238599,121.40492285495736
2,24,active,10000,5,0.5541655833642471,0.031146683317341682,0.00010551028218596,0.00011815846916374898,23.000844082257487
2,24,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.06680581296028594,0.0852917581358325,121.83812911611247
2,25,active,10000,5,0.5541655833642471,0.031146683317341682,5.2317863834938985e-05,4.9750934384736417e-05,23.00041854291068
2,25,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.033126036187400405,0.028395345800088307,119.27779056100397
2,26,active,10000,5,0.5541655833642471,0.031146683317341682,5.49098320673444e-05,8.706413517328872e-05,23.00043927865654
2,26,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.03476718946030681,0.04434673913719442,119.99560326117376
2,27,active,10000,5,0.5541655833642471,0.031146683317341682,0.00018911611432646455,0.00014925280315420924,23.00151292891461
2,27,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.11974241277452438,0.08959521396011219,122.03178462820505
2,28,active,10000,5,0.5541655833642471,0.031146683317341682,0.0001497603406966693,0.0001803471371446695,23.001198082725573
2,28,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.09482356697531813,0.0974123295253139,122.38355482863912
2,29,active,10000,5,0.5541655833642471,0.031146683317341682,0.00011936443512171151,0.0001430339363561172,23.000954915480975
2,29,uniform,10000,5,0.5541655833642471,0.031146683317341682,0.07557782958818685,0.08290371328536514,121.73066709784143
3,0,active,10000,5,0.5128085915803403,0.09575397990683934,0.00010817807727765,0.0001430339363561172,23.000865424618222
3,0,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06849497743044619,0.06766127076324152,121.04475718434587
3,1,active,10000,5,0.5128085915803403,0.09575397990683934,0.00010868167066672638,8.706413517328872e-05,23.000869453365333
3,1,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06881383702468119,0.05677825386658043,120.55502142399612
3,2,active,10000,5,0.5128085915803403,0.09575397990683934,0.00014646796268500545,0.0002052226043370377,23.00117174370148
3,2,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.09273893612151049,0.10940852357883346,122.9233835610475
3,3,active,10000,5,0.5128085915803403,0.09575397990683934,9.430837636355272e-05,9.328300197138078e-05,23.000754467010907
3,3,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.05971311630866635,0.0561003973855884,120.52451788235147
3,4,active,10000,5,0.5128085915803403,0.09575397990683934,9.116680942887478e-05,9.328300197138078e-05,23.00072933447543
3,4,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.057723974315197484,0.0438927618609337,119.97517428374202
3,5,active,10000,5,0.5128085915803403,0.09575397990683934,0.00010962815100660356,0.0001927848707408536,23.00087702520805
3,5,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06941311879367895,0.10587620723751719,122.76442932568827
3,6,active,10000,5,0.5128085915803403,0.09575397990683934,0.00010374905864313222,0.00016169053675039335,23.000829992469146
3,6,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06569066125993975,0.0820019775996418,121.69008899198388
3,7,active,10000,5,0.5128085915803403,0.09575397990683934,0.00014860242194656564,0.00019900373753894567,23.00118881937557
3,7,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.09409040901351215,0.10024191391844578,122.51088612633006
3,8,active,10000,5,0.5128085915803403,0.09575397990683934,0.00011934524499079141,0.00019900373753894567,23.000954761959925
3,8,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.075565678997046,0.10738739186945355,122.83243263412541
3,9,active,10000,5,0.5128085915803403,0.09575397990683934,9.839083425180334e-05,0.00010572073556756488,23.000787126674016
3,9,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06229800104643052,0.05261161311185876,120.36752259003364
3,10,active,10000,5,0.5128085915803403,0.09575397990683934,0.00013150596944856013,0.00016169053675039335,23.00105204775559
3,10,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.08326546964075156,0.10196454002151728,122.58840430096828
3,11,active,10000,5,0.5128085915803403,0.09575397990683934,0.00019202734342043531,0.0001430339363561172,23.001536218747365
3,11,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.12158571204648481,0.0730716848775816,121.28822581949117
3,12,active,10000,5,0.5128085915803403,0.09575397990683934,0.00012200003820099503,0.00013059620275993308,23.00097600030561
3,12,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.07724661108226885,0.07713882376353381,121.47124706935902
3,13,active,10000,5,0.5128085915803403,0.09575397990683934,8.794466180336163e-05,8.706413517328872e-05,23.000703557294425
3,13,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.05568381114680984,0.06039763434307001,120.71789354543814
3,14,active,10000,5,0.5128085915803403,0.09575397990683934,7.058954440902418e-05,8.084526837519668e-05,23.00056471635527
3,14,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.044695093246235586,0.053494692197187825,120.40726114887346
3,15,active,10000,5,0.5128085915803403,0.09575397990683934,8.440386535214783e-05,8.706413517328872e-05,23.000675230922816
3,15,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.05344188950136909,0.057972276291814104,120.60875243313163
3,16,active,10000,5,0.5128085915803403,0.09575397990683934,9.750778111018363e-05,9.328300197138078e-05,23.000780062248882
