seed,budget,method,dH,R_pi
25,50000,uniform,0.02979543786765118,0.020497384966511403
25,100000,active,5.61375197906111e-05,6.218866798092052e-05
25,100000,uniform,0.049732104147575014,0.029844341764043755
26,100,active,0.00978636664205474,0.005317131112368704
26,100,uniform,0.4350305290383206,0.19546520233083128
26,200,active,0.005583648585940779,0.0041790784883178585
26,200,uniform,0.3824899519633756,0.2732694448417609
26,500,active,0.0010220172898348992,0.0009763620873004521
26,500,uniform,0.12422015369885865,0.11763608435270925
26,1000,active,0.00045620589936112843,0.0003295999402988787
26,1000,uniform,0.08524698343890261,0.06330806400457709
26,2000,active,0.0002837876075703974,0.0002176603379332218
26,2000,uniform,0.08045616614179257,0.05465140142163295
26,5000,active,0.00022434783639303096,0.00013681506955802515
26,5000,uniform,0.10483345153119068,0.05465140142163295
26,10000,active,0.00011305442678003131,0.00013681506955802515
26,10000,uniform,0.07158252952529372,0.0704970740231715
26,25000,active,0.0001204025088801105,9.328300197138078e-05
26,25000,uniform,0.09840730454024468,0.07782911797812203
26,50000,active,6.249973374560652e-05,9.950186876947283e-05
26,50000,uniform,0.0552092597132273,0.054676276888825315
26,100000,active,8.6352457241895e-05,7.462640157710462e-05
26,100000,uniform,0.07649945015331584,0.04363778832221193
27,100,active,0.0054659158241950456,0.0030285881306708292
27,100,uniform,0.24297477701890524,0.13618074514461975
27,200,active,0.0020612022644000416,0.0012437733596184102
27,200,uniform,0.14119605540404093,0.07563385799839553
27,500,active,0.000651088055381395,0.0005286036778378244
27,500,uniform,0.07913590025863283,0.06659162567396969
27,1000,active,0.0008836902771184943,0.0006902942145882178
27,1000,uniform,0.16512704137349732,0.125590014987469
27,2000,active,0.0007065778739978462,0.00044153954266453566
27,2000,uniform,0.20032075152682818,0.1262865280688553
27,5000,active,0.00014819854954229578,0.00015547166995230128
27,5000,uniform,0.0692503467392995,0.056765816132984245
27,10000,active,0.00010927522997467715,9.328300197138078e-05
27,10000,uniform,0.06918966022679054,0.04923476844049477
27,25000,active,9.065341304877184e-05,8.084526837519668e-05
27,25000,uniform,0.07409279182367928,0.04485668621463797
27,50000,active,8.225209671366279e-05,8.706413517328872e-05
27,50000,uniform,0.07265754743691091,0.048482285557925636
27,100000,active,4.006285427023918e-05,3.731320078855231e-05
27,100000,uniform,0.03549159365157189,0.022045882799236322
28,100,active,0.014798342527244233,0.007543485426085659
28,100,uniform,0.6578264450927749,0.2938227996094552
28,200,active,0.0031954360042862964,0.0025932674548043854
28,200,uniform,0.2188931027749461,0.1702539163313661
28,500,active,0.001081613286328248,0.0006591998805977574
28,500,uniform,0.13146369440788452,0.08391116970665605
28,1000,active,0.0002660250832847502,0.00022387920473131387
28,1000,uniform,0.04970965062236408,0.04097611333262853
28,2000,active,0.0007514888913996362,0.00031716220670269463
28,2000,uniform,0.21305340151321775,0.08101317777874516
28,5000,active,0.00017507359441767956,0.00018656600394276155
28,5000,uniform,0.0818085410131445,0.06703316521663423
28,10000,active,0.00010055888238729577,0.00012437733596184103
28,10000,uniform,0.0636707413635666,0.053494692197187825
28,25000,active,5.0407019180659374e-05,3.731320078855231e-05
28,25000,uniform,0.04119863392896231,0.024346863514530383
28,50000,active,2.2744798880300343e-05,4.353206758664436e-05
28,50000,uniform,0.020091661727961292,0.021355588584648106
28,100000,active,2.509273308914234e-05,3.109433399046026e-05
28,100000,uniform,0.022229596533539557,0.020043407690250682
29,100,active,0.007788725292517708,0.0052735990447820595
29,100,uniform,0.3462299552499425,0.2130397199022394
29,200,active,0.00382270746740513,0.002804708925939515
29,200,uniform,0.2618623240831112,0.17231236124153457
29,500,active,0.0018362452026213097,0.0012437733596184102
29,500,uniform,0.22318473823008358,0.15787215253636483
29,1000,active,0.0009677737128929997,0.0009141734193195316
29,1000,uniform,0.18083893652215177,0.16598155484107685
29,2000,active,0.0004026407861367279,0.0003233810735007867
29,2000,uniform,0.11415203878079873,0.08728801437802004
29,5000,active,0.00024537305954531324,0.00022387920473131387
29,5000,uniform,0.114658136037606,0.08837009720088805
29,10000,active,7.886165439278026e-05,0.00011193960236565693
29,10000,uniform,0.04993273474345861,0.03732563852214849
29,25000,active,5.042964239213464e-05,4.9750934384736417e-05
29,25000,uniform,0.04121712431822876,0.029788371962860927
29,50000,active,4.8894181515039825e-05,5.596980118282847e-05
29,50000,uniform,0.04319076904736346,0.027176447907662264
29,100000,active,5.7578448666516235e-05,7.462640157710462e-05
29,100000,uniform,0.05100861983957523,0.03376844671363984
