seed,family,structure,grid_size,states,actions,noise_amplitude,C_V,DCR,DCR_relative_to_clean,MDL_ratio,MDL_relative_to_clean,C_B,C_R,F,L,kappa,C_top,C_D,boundary_edges,L_table,L_Gamma,L_Pi_struct,table_to_boundary_ratio,table_to_struct_policy_ratio
1,inventory_threshold,structured,320,102400,4,0.0,102400.0,5072.298136645963,1.0,9.485680817873181,1.0,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0,204800.0,21582.43762194804,21590.43762194804,9.489196891815904,9.485680817873181
1,inventory_threshold,structured,320,102400,4,0.0025,102400.0,5074.662109678422,1.0004660556159704,9.492998877418433,1.0007714849029563,3.0,4.0,1.0,8.119122257053291,4.059561128526646,8.0,20.178683385579937,1295.0,204800.0,21565.793765758266,21573.793765758266,9.496520379656848,9.492998877418433
1,inventory_threshold,structured,320,102400,4,0.005,102400.0,5074.662109678422,1.0004660556159704,9.492998877418433,1.0007714849029563,3.0,4.0,1.0,8.119122257053291,4.059561128526646,8.0,20.178683385579937,1295.0,204800.0,21565.793765758266,21573.793765758266,9.496520379656848,9.492998877418433
1,inventory_threshold,structured,320,102400,4,0.01,102400.0,5079.396672368216,1.001399471310838,9.507668923491993,1.0023180313612683,3.0,4.0,1.0,8.106583072100314,4.053291536050157,8.0,20.15987460815047,1293.0,204800.0,21532.50605337872,21540.50605337872,9.511201320102002,9.507668923491993
1,inventory_threshold,structured,320,102400,4,0.02,102400.0,5081.767268201617,1.0018668326073428,9.515020962490052,1.0030930984480932,3.0,4.0,1.0,8.100313479623825,4.0501567398119125,8.0,20.15047021943574,1292.0,204800.0,21515.862197188944,21523.862197188944,9.518558825253919,9.515020962490052
1,inventory_threshold,structured,320,102400,4,0.035,102400.0,5086.515104328871,1.0028028651510434,9.529759204192649,1.0046468342300128,3.0,4.0,1.0,8.087774294670846,4.043887147335423,8.0,20.131661442006266,1290.0,204800.0,21482.574484809393,21490.574484809393,9.53330803739639,9.529759204192649
1,inventory_threshold,structured,320,102400,4,0.05,102400.0,5096.03744149766,1.0046801872074884,9.559373085573652,1.0077687905713228,3.0,4.0,1.0,8.06269592476489,4.031347962382445,8.0,20.094043887147333,1286.0,204800.0,21415.999060050293,21423.999060050293,9.562944013293166,9.559373085573652
1,inventory_threshold,structured,320,102400,4,0.075,102400.0,5105.595498593311,1.0065645514223196,9.589171591913674,1.0109102104559002,3.0,4.0,1.0,8.037617554858933,4.0188087774294665,8.0,20.0564263322884,1282.0,204800.0,21349.423635291194,21357.423635291194,9.592764821128936,9.589171591913674
1,inventory_threshold,structured,320,102400,4,0.1,102400.0,5096.03744149766,1.0046801872074884,9.559373085573652,1.0077687905713228,3.0,4.0,1.0,8.06269592476489,4.031347962382445,8.0,20.094043887147333,1286.0,204800.0,21415.999060050293,21423.999060050293,9.562944013293166,9.559373085573652
1,machine_replacement,structured,320,102400,4,0.0,102400.0,5622.3063683304645,1.0,11.317901162312365,1.0,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0,204800.0,18087.22782209535,18095.22782209535,11.322907081969545,11.317901162312365
1,machine_replacement,structured,320,102400,4,0.0025,102400.0,5625.210952298949,1.0005166178749785,11.328320867731266,1.0009206393720416,3.0,4.0,1.0,6.802507836990595,3.4012539184952977,8.0,18.203761755485893,1085.0,204800.0,18070.583965905575,18078.583965905575,11.333336010966972,11.328320867731266
1,machine_replacement,structured,320,102400,4,0.005,102400.0,5631.029132908119,1.001551456645406,11.349217941488899,1.0027670129582698,3.0,4.0,1.0,6.789968652037618,3.394984326018809,8.0,18.184952978056426,1083.0,204800.0,18037.296253526027,18045.296253526027,11.354251608522791,11.349217941488899
1,machine_replacement,structured,320,102400,4,0.01,102400.0,5633.942738875475,1.0020696791997241,11.359695416295196,1.003692756579462,3.0,4.0,1.0,6.783699059561128,3.391849529780564,8.0,18.17554858934169,1082.0,204800.0,18020.65239733625,18028.65239733625,11.364738383737585,11.359695416295196
1,machine_replacement,structured,320,102400,4,0.02,102400.0,5633.942738875475,1.0020696791997241,11.359695416295196,1.003692756579462,3.0,4.0,1.0,6.783699059561128,3.391849529780564,8.0,18.17554858934169,1082.0,204800.0,18020.65239733625,18028.65239733625,11.364738383737585,11.359695416295196
1,machine_replacement,structured,320,102400,4,0.035,102400.0,5645.627376425856,1.0041479433114415,11.401799486366182,1.0074128871467078,3.0,4.0,1.0,6.758620689655172,3.379310344827586,8.0,18.137931034482758,1078.0,204800.0,17954.076972577153,17962.076972577153,11.40687991439544,11.401799486366182
1,machine_replacement,structured,320,102400,4,0.05,102400.0,5639.779005524862,1.00310773480663,11.380708509408725,1.0055493811260257,3.0,4.0,1.0,6.77115987460815,3.385579937304075,8.0,18.156739811912225,1080.0,204800.0,17987.3646849567,17995.3646849567,11.385770155162282,11.380708509408725
1,machine_replacement,structured,320,102400,4,0.075,102400.0,5599.177236887213,0.9958861844360646,11.235228524132443,0.9926954090697298,3.0,4.0,1.0,6.858934169278997,3.4294670846394983,8.0,18.288401253918494,1094.0,204800.0,18220.378671613547,18228.378671613547,11.240161562562271,11.235228524132443
1,machine_replacement,structured,320,102400,4,0.1,102400.0,5516.905928052694,0.9812531666948152,10.94540362593612,0.9670877549614384,3.0,4.0,1.0,7.040752351097178,3.520376175548589,8.0,18.561128526645767,1123.0,204800.0,18703.050501117013,18711.050501117013,10.950085387823158,10.94540362593612
1,admission_control,structured,320,102400,4,0.0,102400.0,5528.109663225588,1.0,10.984487316550746,1.0,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0,204800.0,18636.475076357914,18644.475076357914,10.989202580471222,10.984487316550746
1,admission_control,structured,320,102400,4,0.0025,102400.0,5530.917710802574,1.0005079580088048,10.994301890510226,1.0008934940408818,3.0,4.0,1.0,7.009404388714733,3.5047021943573666,8.0,18.5141065830721,1118.0,204800.0,18619.83122016814,18627.83122016814,10.999025586127232,10.994301890510226
1,admission_control,structured,320,102400,4,0.005,102400.0,5522.502113271345,0.9989856297548607,10.964910643553772,0.9982177891026851,3.0,4.0,1.0,7.028213166144201,3.5141065830721003,8.0,18.5423197492163,1121.0,204800.0,18669.762788737466,18677.762788737466,10.969609111667214,10.964910643553772
