seed,family,structure,grid_size,states,actions,C_B,C_R,F,L,kappa,C_top,C_D,boundary_edges
5,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
5,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
5,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
5,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
5,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
5,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.711864406779661,3.3559322033898304,8.0,18.06779661016949,198.0
5,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
5,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
5,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
5,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
5,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
5,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.734177215189873,3.3670886075949364,8.0,18.10126582278481,266.0
5,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
5,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
5,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
5,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
5,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
5,random_structured,structured,120,14400,4,3.0,4.0,1.0,6.655462184873949,3.3277310924369745,8.0,17.983193277310924,396.0
5,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
5,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
5,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
5,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
5,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
5,random_structured,structured,160,25600,4,3.0,4.0,1.0,6.666666666666667,3.3333333333333335,8.0,18.0,530.0
5,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
5,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
5,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
5,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
5,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
5,random_structured,structured,240,57600,4,3.0,4.0,1.0,6.661087866108786,3.330543933054393,8.0,17.99163179916318,796.0
5,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
5,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
5,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
5,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
5,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
5,random_structured,structured,320,102400,4,3.0,4.0,1.0,6.64576802507837,3.322884012539185,8.0,17.968652037617556,1060.0
5,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
6,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
6,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
6,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
6,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
6,random_structured,structured,40,1600,4,3.0,4.0,1.0,6.871794871794871,3.4358974358974357,8.0,18.307692307692307,134.0
6,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
6,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
6,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
6,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
6,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
6,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
6,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
6,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
6,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
6,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
6,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
6,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
6,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
6,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
6,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
6,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
6,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
6,random_structured,structured,120,14400,4,3.0,4.0,1.0,6.7899159663865545,3.3949579831932772,8.0,18.18487394957983,404.0
6,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
6,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
6,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
6,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
6,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
6,random_structured,structured,160,25600,4,3.0,4.0,1.0,6.767295597484277,3.3836477987421385,8.0,18.150943396226417,538.0
6,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
6,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
6,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
6,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
6,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
6,random_structured,structured,240,57600,4,3.0,4.0,1.0,6.761506276150627,3.3807531380753133,8.0,18.14225941422594,808.0
6,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
6,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
6,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
6,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
6,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
6,random_structured,structured,320,102400,4,3.0,4.0,1.0,6.758620689655172,3.379310344827586,8.0,18.137931034482758,1078.0
6,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
7,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
7,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
7,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
7,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
7,random_structured,structured,40,1600,4,3.0,4.0,1.0,6.666666666666666,3.333333333333333,8.0,18.0,130.0
7,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
7,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
7,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
7,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
7,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
7,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.711864406779661,3.3559322033898304,8.0,18.06779661016949,198.0
7,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
7,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
7,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
7,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
7,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
7,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.6835443037974684,3.3417721518987342,8.0,18.025316455696203,264.0
7,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
7,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
7,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
7,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
7,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
7,random_structured,structured,120,14400,4,3.0,4.0,1.0,6.655462184873949,3.3277310924369745,8.0,17.983193277310924,396.0
7,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
7,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
7,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
7,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
7,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
7,random_structured,structured,160,25600,4,3.0,4.0,1.0,6.666666666666667,3.3333333333333335,8.0,18.0,530.0
7,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
7,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
7,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
7,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
7,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
7,random_structured,structured,240,57600,4,3.0,4.0,1.0,6.644351464435146,3.322175732217573,8.0,17.96652719665272,794.0
7,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
7,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
7,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
7,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
7,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
7,random_structured,structured,320,102400,4,3.0,4.0,1.0,6.620689655172414,3.310344827586207,8.0,17.93103448275862,1056.0
7,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
8,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
8,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
8,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
8,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
8,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.384615384615384,3.692307692307692,8.0,19.076923076923077,144.0
8,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
8,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
8,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
8,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
8,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
8,random_structured,structured,60,3600,4,3.0,4.0,1.0,7.389830508474576,3.694915254237288,8.0,19.084745762711865,218.0
8,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
8,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
8,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
8,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
8,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
8,random_structured,structured,80,6400,4,3.0,4.0,1.0,7.341772151898734,3.670886075949367,8.0,19.0126582278481,290.0
8,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
8,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
8,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
8,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
8,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
8,random_structured,structured,120,14400,4,3.0,4.0,1.0,7.3277310924369745,3.6638655462184873,8.0,18.991596638655462,436.0
8,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
8,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
8,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
8,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
8,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
8,random_structured,structured,160,25600,4,3.0,4.0,1.0,7.320754716981132,3.660377358490566,8.0,18.9811320754717,582.0
8,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
8,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
8,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
8,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
8,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
8,random_structured,structured,240,57600,4,3.0,4.0,1.0,7.2803347280334725,3.6401673640167362,8.0,18.92050209205021,870.0
8,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
8,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
8,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
8,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
8,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
8,random_structured,structured,320,102400,4,3.0,4.0,1.0,7.297805642633229,3.6489028213166144,8.0,18.946708463949843,1164.0
8,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
9,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
9,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
9,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
9,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
9,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.076923076923077,3.5384615384615383,8.0,18.615384615384613,138.0
9,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
9,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
9,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
9,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
9,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
9,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.915254237288136,3.457627118644068,8.0,18.372881355932204,204.0
9,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
9,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
9,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
9,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
9,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
9,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.987341772151899,3.4936708860759493,8.0,18.481012658227847,276.0
9,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
9,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
9,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
9,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
9,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
9,random_structured,structured,120,14400,4,3.0,4.0,1.0,6.95798319327731,3.478991596638655,8.0,18.436974789915965,414.0
9,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
9,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
9,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
9,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
9,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
9,random_structured,structured,160,25600,4,3.0,4.0,1.0,6.8930817610062896,3.4465408805031448,8.0,18.339622641509436,548.0
9,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
9,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
9,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
9,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
9,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
9,random_structured,structured,240,57600,4,3.0,4.0,1.0,6.912133891213388,3.456066945606694,8.0,18.368200836820083,826.0
9,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
9,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
9,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
9,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
9,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
9,random_structured,structured,320,102400,4,3.0,4.0,1.0,6.896551724137931,3.4482758620689653,8.0,18.344827586206897,1100.0
9,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
10,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
10,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
10,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
10,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
10,random_structured,structured,40,1600,4,3.0,4.0,1.0,6.769230769230769,3.3846153846153846,8.0,18.153846153846153,132.0
10,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
10,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
10,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
10,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
10,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
10,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.711864406779661,3.3559322033898304,8.0,18.06779661016949,198.0
10,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
10,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
