seed,family,structure,grid_size,states,actions,C_B,C_R,F,L,kappa,C_top,C_D,boundary_edges
10,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
10,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
10,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
10,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.6835443037974684,3.3417721518987342,8.0,18.025316455696203,264.0
10,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
10,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
10,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
10,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
10,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
10,random_structured,structured,120,14400,4,3.0,4.0,1.0,6.6890756302521,3.34453781512605,8.0,18.03361344537815,398.0
10,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
10,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
10,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
10,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
10,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
10,random_structured,structured,160,25600,4,3.0,4.0,1.0,6.666666666666667,3.3333333333333335,8.0,18.0,530.0
10,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
10,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
10,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
10,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
10,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
10,random_structured,structured,240,57600,4,3.0,4.0,1.0,6.661087866108786,3.330543933054393,8.0,17.99163179916318,796.0
10,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
10,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
10,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
10,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
10,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
10,random_structured,structured,320,102400,4,3.0,4.0,1.0,6.64576802507837,3.322884012539185,8.0,17.968652037617556,1060.0
10,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
11,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
11,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
11,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
11,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
11,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.384615384615384,3.692307692307692,8.0,19.076923076923077,144.0
11,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
11,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
11,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
11,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
11,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
11,random_structured,structured,60,3600,4,3.0,4.0,1.0,7.389830508474576,3.694915254237288,8.0,19.084745762711865,218.0
11,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
11,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
11,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
11,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
11,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
11,random_structured,structured,80,6400,4,3.0,4.0,1.0,7.341772151898734,3.670886075949367,8.0,19.0126582278481,290.0
11,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
11,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
11,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
11,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
11,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
11,random_structured,structured,120,14400,4,3.0,4.0,1.0,7.3277310924369745,3.6638655462184873,8.0,18.991596638655462,436.0
11,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
11,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
11,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
11,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
11,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
11,random_structured,structured,160,25600,4,3.0,4.0,1.0,7.320754716981132,3.660377358490566,8.0,18.9811320754717,582.0
11,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
11,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
11,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
11,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
11,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
11,random_structured,structured,240,57600,4,3.0,4.0,1.0,7.2803347280334725,3.6401673640167362,8.0,18.92050209205021,870.0
11,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
11,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
11,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
11,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
11,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
11,random_structured,structured,320,102400,4,3.0,4.0,1.0,7.297805642633229,3.6489028213166144,8.0,18.946708463949843,1164.0
11,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
12,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
12,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
12,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
12,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
12,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
12,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
12,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
12,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
12,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
12,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
12,random_structured,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
12,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
12,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
12,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
12,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
12,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
12,random_structured,structured,80,6400,4,3.0,4.0,1.0,7.0886075949367084,3.5443037974683542,8.0,18.632911392405063,280.0
12,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
12,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
12,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
12,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
12,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
12,random_structured,structured,120,14400,4,3.0,4.0,1.0,7.092436974789916,3.546218487394958,8.0,18.63865546218487,422.0
12,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
12,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
12,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
12,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
12,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
12,random_structured,structured,160,25600,4,3.0,4.0,1.0,7.069182389937107,3.5345911949685536,8.0,18.60377358490566,562.0
12,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
12,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
12,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
12,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
12,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
12,random_structured,structured,240,57600,4,3.0,4.0,1.0,7.04602510460251,3.523012552301255,8.0,18.569037656903767,842.0
12,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
12,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
12,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
12,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
12,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
12,random_structured,structured,320,102400,4,3.0,4.0,1.0,7.047021943573667,3.5235109717868336,8.0,18.570532915360502,1124.0
12,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
13,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
13,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
13,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
13,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
13,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.282051282051282,3.641025641025641,8.0,18.923076923076923,142.0
13,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
13,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
13,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
13,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
13,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
13,random_structured,structured,60,3600,4,3.0,4.0,1.0,7.186440677966102,3.593220338983051,8.0,18.779661016949152,212.0
13,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
13,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
13,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
13,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
13,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
13,random_structured,structured,80,6400,4,3.0,4.0,1.0,7.139240506329114,3.569620253164557,8.0,18.70886075949367,282.0
13,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
13,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
13,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
13,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
13,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
13,random_structured,structured,120,14400,4,3.0,4.0,1.0,7.126050420168067,3.5630252100840334,8.0,18.6890756302521,424.0
13,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
13,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
13,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
13,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
13,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
13,random_structured,structured,160,25600,4,3.0,4.0,1.0,7.119496855345912,3.559748427672956,8.0,18.67924528301887,566.0
13,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
13,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
13,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
13,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
13,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
13,random_structured,structured,240,57600,4,3.0,4.0,1.0,7.09623430962343,3.548117154811715,8.0,18.644351464435147,848.0
13,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
13,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
13,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
13,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
13,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
13,random_structured,structured,320,102400,4,3.0,4.0,1.0,7.109717868338557,3.5548589341692787,8.0,18.664576802507835,1134.0
13,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
14,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
14,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
14,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
14,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
14,random_structured,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
14,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
14,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
14,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
14,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
14,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
14,random_structured,structured,60,3600,4,3.0,4.0,1.0,7.0508474576271185,3.5254237288135593,8.0,18.576271186440678,208.0
14,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
14,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
14,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
14,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
14,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
14,random_structured,structured,80,6400,4,3.0,4.0,1.0,7.0886075949367084,3.5443037974683542,8.0,18.632911392405063,280.0
14,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
14,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
14,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
14,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
14,resource_allocation,structured,120,14400,4,3.0,4.0,1.0,8.436974789915967,4.218487394957983,8.0,20.655462184873947,502.0
14,random_structured,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
14,oscillatory_fragmented,unstructured,120,14400,4,3.0,33.0,8.25,33.94957983193277,16.974789915966387,44.25,95.17436974789915,2020.0
14,inventory_threshold,structured,160,25600,4,3.0,4.0,1.0,8.150943396226415,4.0754716981132075,8.0,20.226415094339625,648.0
14,machine_replacement,structured,160,25600,4,3.0,4.0,1.0,6.817610062893082,3.408805031446541,8.0,18.22641509433962,542.0
14,admission_control,structured,160,25600,4,3.0,4.0,1.0,7.044025157232705,3.5220125786163523,8.0,18.566037735849058,560.0
14,resource_allocation,structured,160,25600,4,3.0,4.0,1.0,8.427672955974844,4.213836477987422,8.0,20.641509433962263,670.0
14,random_structured,structured,160,25600,4,3.0,4.0,1.0,7.018867924528302,3.509433962264151,8.0,18.528301886792452,558.0
14,oscillatory_fragmented,unstructured,160,25600,4,3.0,33.0,8.25,34.0,17.0,44.25,95.25,2703.0
14,inventory_threshold,structured,240,57600,4,3.0,4.0,1.0,8.13389121338912,4.06694560669456,8.0,20.20083682008368,972.0
14,machine_replacement,structured,240,57600,4,3.0,4.0,1.0,6.8117154811715475,3.4058577405857737,8.0,18.21757322175732,814.0
14,admission_control,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
14,resource_allocation,structured,240,57600,4,3.0,4.0,1.0,8.401673640167363,4.200836820083682,8.0,20.602510460251047,1004.0
14,random_structured,structured,240,57600,4,3.0,4.0,1.0,7.02928870292887,3.514644351464435,8.0,18.543933054393307,840.0
14,oscillatory_fragmented,unstructured,240,57600,4,3.0,34.0,8.5,33.98326359832636,16.99163179916318,45.5,96.47489539748955,4061.0
14,inventory_threshold,structured,320,102400,4,3.0,4.0,1.0,8.12539184952978,4.06269592476489,8.0,20.188087774294672,1296.0
14,machine_replacement,structured,320,102400,4,3.0,4.0,1.0,6.808777429467084,3.404388714733542,8.0,18.213166144200628,1086.0
14,admission_control,structured,320,102400,4,3.0,4.0,1.0,7.015673981191222,3.507836990595611,8.0,18.523510971786834,1119.0
14,resource_allocation,structured,320,102400,4,3.0,4.0,1.0,8.401253918495298,4.200626959247649,8.0,20.60188087774295,1340.0
14,random_structured,structured,320,102400,4,3.0,4.0,1.0,7.0344827586206895,3.5172413793103448,8.0,18.551724137931036,1122.0
14,oscillatory_fragmented,unstructured,320,102400,4,3.0,34.0,8.5,34.05015673981191,17.025078369905955,45.5,96.57523510971787,5431.0
15,inventory_threshold,structured,40,1600,4,3.0,4.0,1.0,8.307692307692307,4.153846153846153,8.0,20.46153846153846,162.0
15,machine_replacement,structured,40,1600,4,3.0,4.0,1.0,6.9743589743589745,3.4871794871794872,8.0,18.46153846153846,136.0
15,admission_control,structured,40,1600,4,3.0,4.0,1.0,7.179487179487179,3.5897435897435894,8.0,18.769230769230766,140.0
15,resource_allocation,structured,40,1600,4,3.0,4.0,1.0,8.512820512820513,4.256410256410256,8.0,20.769230769230766,166.0
15,random_structured,structured,40,1600,4,3.0,4.0,1.0,6.871794871794871,3.4358974358974357,8.0,18.307692307692307,134.0
15,oscillatory_fragmented,unstructured,40,1600,4,3.0,33.0,8.25,33.794871794871796,16.897435897435898,44.25,94.9423076923077,659.0
15,inventory_threshold,structured,60,3600,4,3.0,4.0,1.0,8.203389830508474,4.101694915254237,8.0,20.305084745762713,242.0
15,machine_replacement,structured,60,3600,4,3.0,4.0,1.0,6.8474576271186445,3.4237288135593222,8.0,18.271186440677965,202.0
15,admission_control,structured,60,3600,4,3.0,4.0,1.0,7.11864406779661,3.559322033898305,8.0,18.677966101694913,210.0
15,resource_allocation,structured,60,3600,4,3.0,4.0,1.0,8.474576271186441,4.237288135593221,8.0,20.711864406779664,250.0
15,random_structured,structured,60,3600,4,3.0,4.0,1.0,6.779661016949152,3.389830508474576,8.0,18.16949152542373,200.0
15,oscillatory_fragmented,unstructured,60,3600,4,3.0,33.0,8.25,33.86440677966102,16.93220338983051,44.25,95.04661016949152,999.0
15,inventory_threshold,structured,80,6400,4,3.0,4.0,1.0,8.20253164556962,4.10126582278481,8.0,20.303797468354432,324.0
15,machine_replacement,structured,80,6400,4,3.0,4.0,1.0,6.886075949367089,3.4430379746835444,8.0,18.329113924050635,272.0
15,admission_control,structured,80,6400,4,3.0,4.0,1.0,7.063291139240506,3.531645569620253,8.0,18.594936708860757,279.0
15,resource_allocation,structured,80,6400,4,3.0,4.0,1.0,8.455696202531646,4.227848101265823,8.0,20.683544303797472,334.0
15,random_structured,structured,80,6400,4,3.0,4.0,1.0,6.734177215189873,3.3670886075949364,8.0,18.10126582278481,266.0
15,oscillatory_fragmented,unstructured,80,6400,4,3.0,33.0,8.25,34.10126582278481,17.050632911392405,44.25,95.40189873417722,1347.0
15,inventory_threshold,structured,120,14400,4,3.0,4.0,1.0,8.168067226890756,4.084033613445378,8.0,20.252100840336134,486.0
15,machine_replacement,structured,120,14400,4,3.0,4.0,1.0,6.857142857142857,3.4285714285714284,8.0,18.285714285714285,408.0
15,admission_control,structured,120,14400,4,3.0,4.0,1.0,7.0588235294117645,3.5294117647058822,8.0,18.588235294117645,420.0
